acara_sml_id,school_name,school_sector,school_type,school_url,year_range,icsea,icsea_percentile,bottom_sea_quarter,lower_middle_sea_quarter,upper_middle_sea_quarter,top_sea_quarter,teaching_staff,full_time_equivalent_teaching_staff,non_teaching_staff,full_time_equivalent_non_teaching_staff,total_enrolments,girls_enrolments,boys_enrolments,full_time_equivalent_enrolments,indigenous_enrolments,language_background_other_than_english_yes,language_background_other_than_english_no,language_background_other_than_english_not_stated,latitude,longitude,lga_code
42644,Whitton-Murrami Public School,Government,Primary,http://www.whitton-p.schools.nsw.edu.au,K-6,868.0,5.0,72.0,16.0,10.0,3.0,2.0,3.2,1.0,1.1,32.0,15.0,17.0,32.0,34.0,0.0,100.0,0.0,-34.518934,146.181248,14750
42645,Wombat Public School,Government,Primary,http://www.wombat-p.schools.nsw.edu.au,K-6,904.0,10.0,74.0,26.0,0.0,0.0,1.0,2.5,2.0,0.9,26.0,10.0,16.0,26.0,0.0,0.0,100.0,0.0,-34.426627,148.245202,13910
42646,Wyalong Public School,Government,Primary,https://wyalong-p.schools.nsw.gov.au/,K-6,887.0,7.0,73.0,20.0,5.0,1.0,5.0,5.0,2.0,1.5,81.0,42.0,39.0,81.0,17.0,0.0,100.0,0.0,-33.923925,147.24207,10800
42647,West Wyalong Public School,Government,Primary,http://www.westwyalon-p.schools.nsw.edu.au,K-6,943.0,21.0,52.0,29.0,15.0,4.0,11.0,15.5,3.0,2.7,211.0,99.0,112.0,211.0,17.0,4.0,96.0,0.0,-33.918502,147.204056,10800
42648,Table Top Public School,Government,Primary,https://tabletop-p.schools.nsw.gov.au/,K-6,1022.0,57.0,21.0,32.0,31.0,16.0,3.0,4.9,1.0,1.4,89.0,40.0,49.0,89.0,10.0,2.0,98.0,0.0,-35.9679407,147.00707889,10050
42649,Yanco Public School,Government,Primary,https://yanco-p.schools.nsw.gov.au,K-6,906.0,11.0,68.0,19.0,5.0,7.0,2.0,3.4,2.0,0.9,55.0,28.0,27.0,55.0,20.0,2.0,98.0,0.0,-34.597911,146.411211,14750
42650,Yenda Public School,Government,Primary,https://yenda-p.schools.nsw.gov.au/,K-6,966.0,30.0,46.0,33.0,14.0,7.0,5.0,9.4,3.0,1.7,107.0,46.0,61.0,107.0,8.0,6.0,94.0,0.0,-34.252389,146.198309,13450
42651,Yerong Creek Public School,Government,Primary,https://yerongck-p.schools.nsw.gov.au/,K-6,969.0,31.0,38.0,38.0,23.0,1.0,2.0,1.7,1.0,0.7,22.0,10.0,12.0,22.0,9.0,9.0,91.0,0.0,-35.386787,147.060987,14950
42652,Yoogali Public School,Government,Primary,http://www.yoogali-p.schools.nsw.edu.au,K-6,901.0,10.0,72.0,22.0,6.0,1.0,2.0,2.8,3.0,1.3,42.0,16.0,26.0,42.0,17.0,19.0,81.0,0.0,-34.299691,146.086176,13450
42653,Young Public School,Government,Primary,https://young-p.schools.nsw.gov.au/,K-6,959.0,27.0,46.0,28.0,19.0,7.0,27.0,31.5,12.0,7.0,500.0,259.0,241.0,500.0,12.0,10.0,90.0,0.0,-34.32118225,148.29060612,13910
42654,Albury North Public School,Government,Primary,https://alburynth-p.schools.nsw.gov.au,K-6,896.0,9.0,68.0,23.0,8.0,1.0,19.0,24.8,4.0,5.7,268.0,126.0,142.0,268.0,16.0,16.0,84.0,0.0,-36.064177,146.932402,10050
42655,Kapooka Public School,Government,Primary,https://kapooka-p.schools.nsw.gov.au/,K-6,1009.0,51.0,23.0,40.0,30.0,6.0,3.0,5.1,2.0,1.4,75.0,37.0,38.0,75.0,4.0,8.0,92.0,0.0,-35.15153,147.296973,17750
42656,Finley Public School,Government,Primary,https://finley-p.schools.nsw.gov.au,K-6,958.0,26.0,47.0,30.0,17.0,6.0,8.0,10.4,3.0,2.0,162.0,73.0,89.0,162.0,12.0,7.0,93.0,0.0,-35.639399,145.574959,10650
42657,Griffith North Public School,Government,Primary,https://griffithn-p.schools.nsw.gov.au,K-6,974.0,34.0,38.0,33.0,19.0,10.0,23.0,28.0,6.0,3.8,432.0,211.0,221.0,432.0,14.0,26.0,74.0,0.0,-34.279922,146.047903,13450
42659,Deniliquin South Public School,Government,Primary,https://deniliqsth-p.schools.nsw.gov.au,K-6,953.0,24.0,48.0,30.0,15.0,6.0,11.0,16.0,4.0,2.5,220.0,108.0,112.0,220.0,11.0,3.0,97.0,0.0,-35.537717460109334,144.95649711911057,12730
42660,Young North Public School,Government,Primary,http://www.youngnorth-p.schools.nsw.edu.au,K-6,925.0,15.0,55.0,30.0,12.0,3.0,18.0,21.3,7.0,6.8,297.0,140.0,157.0,297.0,16.0,10.0,90.0,0.0,-34.311036,148.305408,13910
42661,Turvey Park Public School,Government,Primary,https://turveypark-p.schools.nsw.gov.au/,K-6,928.0,16.0,53.0,25.0,15.0,7.0,19.0,19.6,8.0,3.1,363.0,169.0,194.0,363.0,14.0,25.0,75.0,0.0,-35.129059,147.357531,17750
42662,Lavington East Public School,Government,Primary,https://lavingtone-p.schools.nsw.gov.au/,K-6,942.0,21.0,56.0,26.0,15.0,3.0,21.0,21.4,7.0,5.9,307.0,160.0,147.0,307.0,7.0,26.0,74.0,0.0,-36.039323,146.948942,10050
42663,Kooringal Public School,Government,Primary,https://kooringal-p.schools.nsw.gov.au,K-6,970.0,32.0,41.0,30.0,19.0,10.0,30.0,28.2,7.0,4.1,427.0,220.0,207.0,427.0,14.0,13.0,87.0,0.0,-35.148828,147.373239,17750
42664,Temora West Public School,Government,Primary,https://temorawest-p.schools.nsw.gov.au/,K-6,932.0,17.0,56.0,34.0,9.0,1.0,8.0,9.9,3.0,2.7,108.0,70.0,38.0,108.0,10.0,6.0,94.0,0.0,-34.451303,147.523536,17350
42665,Mount Austin Public School,Government,Primary,https://mtaustin-p.schools.nsw.gov.au/,K-6,814.0,3.0,87.0,10.0,2.0,0.0,12.0,17.1,8.0,4.4,249.0,115.0,134.0,249.0,30.0,29.0,71.0,0.0,-35.13563765,147.35169295,17750
42666,Griffith East Public School,Government,Primary,https://griffithe-p.schools.nsw.gov.au,K-6,975.0,34.0,38.0,32.0,20.0,10.0,26.0,32.3,8.0,5.1,523.0,242.0,281.0,523.0,12.0,24.0,76.0,0.0,-34.286141,146.061792,13450
42667,Khancoban Public School,Government,Primary,https://khancoban-p.schools.nsw.gov.au,K-6,940.0,20.0,46.0,28.0,19.0,7.0,1.0,2.6,2.0,0.9,32.0,14.0,18.0,32.0,22.0,6.0,94.0,0.0,-36.21405,148.131142,17080
42668,Deniliquin North Public School,Government,Primary,https://deniliquin-p.schools.nsw.gov.au,K-6,979.0,36.0,39.0,30.0,23.0,8.0,9.0,11.8,3.0,2.1,169.0,74.0,95.0,169.0,7.0,4.0,96.0,0.0,-35.525164,144.981664,12730
42669,Coleambally Central School,Government,Combined,https://coleamball-c.schools.nsw.gov.au,K-12,913.0,12.0,60.0,26.0,13.0,2.0,18.0,24.2,9.0,8.6,163.0,85.0,78.0,163.0,20.0,5.0,95.0,0.0,-34.804177,145.884407,15560
42670,Talbingo Public School,Government,Primary,https://talbingo-p.schools.nsw.gov.au/,K-6,1047.0,69.0,17.0,31.0,31.0,20.0,1.0,1.4,1.0,0.9,7.0,4.0,3.0,7.0,0.0,29.0,71.0,0.0,-35.580023,148.300454,17080
42671,Ashmont Public School,Government,Primary,https://ashmont-p.schools.nsw.gov.au/,K-6,777.0,2.0,85.0,12.0,3.0,0.0,16.0,17.7,4.0,3.6,267.0,119.0,148.0,267.0,58.0,11.0,89.0,0.0,-35.124467,147.332815,17750
42672,E A Southee Public School,Government,Primary,https://easouthee-p.schools.nsw.gov.au,K-6,863.0,5.0,75.0,19.0,6.0,1.0,8.0,7.9,2.0,1.5,91.0,40.0,51.0,91.0,27.0,0.0,100.0,0.0,-34.64182,148.014878,12160
42673,Hume Public School,Government,Primary,https://hume-p.schools.nsw.gov.au,P-6,834.0,4.0,77.0,16.0,7.0,0.0,10.0,14.1,10.0,7.3,156.0,75.0,81.0,156.0,38.0,22.0,78.0,0.0,-36.050352,146.947268,10050
42674,Red Hill Public School,Government,Primary,https://redhill-p.schools.nsw.gov.au,P-6,835.0,4.0,76.0,14.0,9.0,2.0,14.0,23.4,10.0,8.5,306.0,135.0,171.0,306.0,41.0,24.0,76.0,0.0,-35.146368,147.347753,17750
42675,Parkview Public School,Government,Primary,https://parkview-p.schools.nsw.gov.au/,K-6,895.0,9.0,68.0,21.0,8.0,3.0,20.0,22.8,7.0,3.0,391.0,206.0,185.0,391.0,20.0,5.0,95.0,0.0,-34.561818,146.395819,14750
42676,Edward Public School,Government,Primary,https://edward-p.schools.nsw.gov.au,K-6,864.0,5.0,68.0,23.0,6.0,2.0,10.0,12.9,5.0,3.8,111.0,52.0,59.0,111.0,30.0,1.0,99.0,0.0,-35.524356,144.950562,12730
42677,Franklin Public School,Government,Primary,https://franklin-p.schools.nsw.gov.au,K-6,913.0,12.0,63.0,27.0,8.0,2.0,13.0,16.4,6.0,2.5,266.0,126.0,140.0,266.0,15.0,6.0,94.0,0.0,-35.315059,148.230502,17080
42678,Sturt Public School,Government,Primary,https://sturt-p.schools.nsw.gov.au/,K-6,978.0,36.0,39.0,28.0,22.0,11.0,20.0,20.2,6.0,2.9,377.0,179.0,198.0,377.0,13.0,18.0,82.0,0.0,-35.13608,147.377439,17750
42679,Glenroy Public School,Government,Primary,https://glenroy-p.schools.nsw.gov.au,K-6,879.0,7.0,70.0,19.0,8.0,2.0,9.0,13.5,2.0,2.3,208.0,113.0,95.0,208.0,24.0,10.0,90.0,0.0,-36.05459,146.917314,10050
42680,Springdale Heights Public School,Government,Primary,https://springdale-p.schools.nsw.gov.au/,K-6,915.0,13.0,65.0,22.0,10.0,3.0,10.0,12.6,4.0,1.9,187.0,88.0,99.0,187.0,13.0,14.0,86.0,0.0,-36.031932,146.949684,10050
42681,Clare Public School,Government,Primary,https://clare-p.schools.nsw.gov.au/,K-6,969.0,31.0,51.0,23.0,26.0,0.0,1.0,1.3,1.0,0.9,7.0,4.0,3.0,7.0,0.0,0.0,100.0,0.0,-33.398005,143.94199,10300
42682,Willans Hill School,Government,Special,http://www.willanshil-s.schools.nsw.edu.au,U,944.0,21.0,57.0,21.0,12.0,10.0,11.0,14.0,8.0,12.5,58.0,19.0,39.0,58.0,10.0,28.0,72.0,0.0,-35.126266,147.369416,17750
42683,Wewak Street School,Government,Special,http://www.wewakst-s.schools.nsw.edu.au,U,903.0,10.0,70.0,17.0,9.0,4.0,10.0,12.5,12.0,12.6,68.0,20.0,48.0,68.0,19.0,10.0,90.0,0.0,-36.058451,146.929575,10050
42684,Snowy Valleys School,Government,Special,https://gadara-s.schools.nsw.gov.au,U,922.0,14.0,69.0,18.0,9.0,3.0,6.0,7.1,7.0,6.6,25.0,6.0,19.0,25.0,4.0,0.0,100.0,0.0,-35.303247,148.221372,17080
42685,Kalinda School,Government,Special,https://kalinda-s.schools.nsw.gov.au,U,893.0,8.0,69.0,17.0,12.0,2.0,6.0,6.9,8.0,7.2,30.0,10.0,20.0,30.0,17.0,62.0,38.0,0.0,-34.293005,146.034944,13450
42686,Gralee School,Government,Special,https://gralee-s.schools.nsw.gov.au,U,825.0,3.0,83.0,11.0,6.0,0.0,4.0,4.7,4.0,4.4,20.0,8.0,12.0,20.0,45.0,10.0,90.0,0.0,-34.563497,146.412229,14750
42687,Kandeer School,Government,Special,https://kandeer-s.schools.nsw.gov.au,U,911.0,11.0,55.0,33.0,9.0,2.0,4.0,5.9,6.0,4.9,19.0,3.0,16.0,19.0,26.0,0.0,100.0,0.0,-36.062278,146.927949,10050
42688,The Bidgee School,Government,Special,https://thebidgee-s.schools.nsw.gov.au/,U,823.0,3.0,78.0,14.0,8.0,1.0,8.0,10.2,8.0,10.4,52.0,16.0,36.0,52.0,23.0,8.0,92.0,0.0,-35.124587,147.364173,17750
42689,Albury High School,Government,Secondary,https://albury-h.schools.nsw.gov.au,7-12,1007.0,50.0,29.0,30.0,26.0,14.0,69.0,72.5,20.0,16.8,964.0,504.0,460.0,963.4,6.0,8.0,92.0,0.0,-36.072846,146.915442,10050
42691,Hay War Memorial High School,Government,Secondary,https://haywarmem-h.schools.nsw.gov.au,7-12,903.0,10.0,62.0,25.0,9.0,4.0,24.0,22.5,7.0,6.4,155.0,81.0,74.0,154.4,19.0,3.0,97.0,0.0,-34.5051920303212,144.841003380287,13850
42692,Wagga Wagga High School,Government,Secondary,http://www.waggawagga-h.schools.nsw.edu.au,7-12,964.0,29.0,43.0,29.0,19.0,9.0,70.0,75.3,20.0,16.4,952.0,501.0,451.0,948.4,10.0,16.0,84.0,0.0,-35.124438,147.364366,17750
42693,Yanco Agricultural High School,Government,Secondary,https://yancoag-h.schools.nsw.gov.au,7-12,1005.0,49.0,25.0,36.0,28.0,10.0,33.0,35.5,44.0,8.0,226.0,113.0,113.0,226.0,7.0,1.0,99.0,0.0,-34.632239,146.383678,14750
42694,Young High School,Government,Secondary,https://young-h.schools.nsw.gov.au/,7-12,932.0,17.0,56.0,28.0,12.0,3.0,42.0,49.8,18.0,13.1,523.0,249.0,274.0,523.0,14.0,13.0,87.0,0.0,-34.317142,148.291705,13910
42695,Leeton High School,Government,Secondary,https://leeton-h.schools.nsw.gov.au/,7-12,918.0,14.0,60.0,23.0,11.0,5.0,39.0,48.2,13.0,10.8,464.0,237.0,227.0,463.8,16.0,11.0,89.0,0.0,-34.54684,146.405976,14750
42696,Narrandera High School,Government,Secondary,https://narrandera-h.schools.nsw.gov.au/,7-12,903.0,10.0,60.0,25.0,12.0,4.0,32.0,37.3,12.0,9.6,321.0,170.0,151.0,321.0,27.0,5.0,95.0,0.0,-34.74421,146.567177,15800
42697,Temora High School,Government,Secondary,http://www.temora.nsw.gov.au/,7-12,947.0,22.0,53.0,30.0,14.0,3.0,38.0,38.6,14.0,10.0,327.0,171.0,156.0,326.8,7.0,3.0,97.0,0.0,-34.441897,147.539525,17350
42698,Junee High School,Government,Secondary,https://junee-h.schools.nsw.gov.au/,7-12,910.0,11.0,62.0,29.0,9.0,1.0,26.0,30.4,11.0,9.2,248.0,117.0,131.0,247.8,19.0,4.0,96.0,0.0,-34.86919216,147.59092565,14300
42699,Cootamundra High School,Government,Secondary,https://cootamundr-h.schools.nsw.gov.au,7-12,931.0,17.0,56.0,30.0,10.0,4.0,32.0,33.6,11.0,9.2,285.0,126.0,159.0,284.6,16.0,4.0,96.0,0.0,-34.635419,148.017191,12160
42700,Deniliquin High School,Government,Secondary,https://deniliquin-h.schools.nsw.gov.au,7-12,949.0,23.0,50.0,30.0,15.0,5.0,46.0,50.4,14.0,13.7,505.0,253.0,252.0,505.0,10.0,3.0,97.0,0.0,-35.528099,144.955434,12730
42701,James Fallon High School,Government,Secondary,http://jamesfallon.nsw.edu.au,7-12,902.0,10.0,64.0,24.0,10.0,2.0,59.0,68.2,18.0,19.7,737.0,373.0,364.0,735.4,17.0,12.0,88.0,0.0,-36.060244,146.928971,10050
42702,Corowa High School,Government,Secondary,https://corowa-h.schools.nsw.gov.au,7-12,970.0,31.0,48.0,34.0,15.0,3.0,28.0,34.7,8.0,8.0,338.0,187.0,151.0,337.8,1.0,3.0,97.0,0.0,-35.99371481,146.381004,12870
42703,Murrumburrah High School,Government,Secondary,https://murrumburr-h.schools.nsw.gov.au/,7-12,899.0,9.0,69.0,19.0,11.0,0.0,17.0,16.2,8.0,5.4,110.0,61.0,49.0,109.8,17.0,5.0,95.0,0.0,-34.559162,148.369808,13910
42704,Tumut High School,Government,Secondary,https://tumut-h.schools.nsw.gov.au/,7-12,946.0,22.0,48.0,32.0,16.0,4.0,39.0,47.2,12.0,11.7,510.0,270.0,240.0,509.8,15.0,4.0,96.0,0.0,-35.312212,148.219291,17080
42705,Finley High School,Government,Secondary,https://finley-h.schools.nsw.gov.au,7-12,953.0,25.0,50.0,30.0,16.0,3.0,36.0,39.4,14.0,10.0,327.0,179.0,148.0,327.0,9.0,5.0,95.0,0.0,-35.64040474,145.57297753,10650
42706,West Wyalong High School,Government,Secondary,http://www.westwyalon-h.schools.nsw.edu.au,7-12,935.0,18.0,50.0,31.0,15.0,4.0,28.0,32.8,8.0,7.6,284.0,139.0,145.0,284.0,18.0,8.0,92.0,0.0,-33.915793,147.202014,10800
42707,Mount Austin High School,Government,Secondary,http://www.mtaustin-h.schools.nsw.edu.au,7-12,825.0,3.0,79.0,16.0,5.0,1.0,36.0,54.1,16.0,16.5,507.0,256.0,251.0,506.6,41.0,16.0,84.0,0.0,-35.14156468,147.35413322,17750
42708,Gundagai High School,Government,Secondary,https://gundagai-h.schools.nsw.gov.au,7-12,912.0,12.0,65.0,27.0,7.0,2.0,25.0,24.6,6.0,6.4,194.0,95.0,99.0,193.0,15.0,2.0,98.0,0.0,-35.057144,148.099421,12160
42709,Tumbarumba High School,Government,Secondary,https://tumbarumba-h.schools.nsw.gov.au/,7-12,941.0,20.0,54.0,29.0,13.0,3.0,18.0,25.2,4.0,6.8,160.0,75.0,85.0,160.0,16.0,6.0,94.0,0.0,-35.783098,148.018245,17080
42710,Barham High School,Government,Secondary,https://barham-h.schools.nsw.gov.au/,7-12,960.0,27.0,47.0,37.0,14.0,2.0,21.0,22.7,7.0,6.4,148.0,70.0,78.0,148.0,5.0,4.0,96.0,0.0,-35.623,144.132055,15520
42712,Kooringal High School,Government,Secondary,https://kooringal-h.schools.nsw.gov.au,7-12,964.0,29.0,43.0,30.0,19.0,8.0,57.0,68.1,18.0,14.5,863.0,457.0,406.0,862.3,13.0,13.0,87.0,0.0,-35.142886,147.381528,17750
42713,Billabong High School,Government,Secondary,https://billabong-h.schools.nsw.gov.au/,7-12,964.0,29.0,47.0,34.0,15.0,5.0,33.0,38.9,12.0,10.0,372.0,193.0,179.0,371.6,9.0,3.0,97.0,0.0,-35.660874,147.043931,13340
42714,Murray High School,Government,Secondary,https://murray-h.schools.nsw.gov.au/,7-12,931.0,17.0,59.0,26.0,12.0,3.0,55.0,59.4,14.0,13.3,643.0,340.0,303.0,642.6,10.0,17.0,83.0,0.0,-36.035173,146.946383,10050
42715,Adaminaby Public School,Government,Primary,https://adaminaby-p.schools.nsw.gov.au,K-6,979.0,36.0,39.0,43.0,14.0,4.0,1.0,1.8,2.0,1.0,14.0,4.0,10.0,14.0,7.0,0.0,100.0,0.0,-35.993292,148.776721,17040
42716,Albion Park Public School,Government,Primary,https://albionpk-p.schools.nsw.gov.au,K-6,972.0,33.0,44.0,35.0,16.0,6.0,27.0,30.1,10.0,7.6,476.0,214.0,262.0,476.0,9.0,6.0,94.0,0.0,-34.570257,150.77262,16900
42718,Austinmer Public School,Government,Primary,https://austinmer-p.schools.nsw.gov.au/,K-6,1124.0,91.0,3.0,13.0,31.0,53.0,14.0,15.0,4.0,2.5,291.0,134.0,157.0,291.0,2.0,10.0,90.0,0.0,-34.305398,150.934991,18450
42719,Avoca Public School,Government,Primary,https://avoca-p.schools.nsw.gov.au/,K-6,1001.0,47.0,29.0,31.0,40.0,0.0,2.0,1.3,1.0,0.9,11.0,6.0,5.0,11.0,0.0,0.0,100.0,0.0,-34.592273,150.479764,18350
42720,Colo Vale Public School,Government,Primary,https://colovale-p.schools.nsw.gov.au,K-6,965.0,30.0,47.0,31.0,18.0,3.0,10.0,11.3,3.0,2.0,169.0,76.0,93.0,169.0,7.0,8.0,92.0,0.0,-34.401281,150.476178,18350
42721,Balgownie Public School,Government,Primary,https://balgownie-p.schools.nsw.gov.au/,K-6,1088.0,82.0,10.0,19.0,31.0,40.0,18.0,19.4,4.0,2.9,341.0,165.0,176.0,341.0,3.0,17.0,83.0,0.0,-34.386984,150.872076,18450
42722,Batemans Bay Public School,Government,Primary,https://batemansba-p.schools.nsw.gov.au/,P-6,897.0,9.0,61.0,26.0,11.0,3.0,30.0,36.3,12.0,10.3,536.0,264.0,272.0,536.0,28.0,7.0,93.0,0.0,-35.700051,150.188373,12750
42723,Bega Valley Public School,Government,Primary,https://bega-p.schools.nsw.gov.au/,K-6,913.0,12.0,62.0,22.0,10.0,6.0,19.0,23.9,6.0,7.1,303.0,135.0,168.0,303.0,20.0,4.0,96.0,0.0,-36.670545,149.839095,10550
42724,Bemboka Public School,Government,Primary,https://bemboka-p.schools.nsw.gov.au/,K-6,938.0,19.0,51.0,30.0,15.0,3.0,2.0,2.7,2.0,0.9,35.0,17.0,18.0,35.0,17.0,14.0,86.0,0.0,-36.631309,149.571075,10550
42725,Berkeley Public School,Government,Primary,https://berkeley-p.schools.nsw.gov.au/,K-6,916.0,13.0,61.0,26.0,10.0,3.0,18.0,19.4,6.0,2.9,313.0,147.0,166.0,313.0,21.0,25.0,75.0,0.0,-34.480214,150.856493,18450
42726,Bermagui Public School,Government,Primary,https://bermagui-p.schools.nsw.gov.au/,K-6,939.0,19.0,45.0,29.0,18.0,8.0,8.0,11.9,4.0,2.9,162.0,85.0,77.0,162.0,22.0,8.0,92.0,0.0,-36.420776,150.063625,10550
42727,Berridale Public School,Government,Primary,https://berridale-p.schools.nsw.gov.au/,K-6,1007.0,50.0,30.0,38.0,22.0,10.0,3.0,4.4,2.0,1.4,51.0,23.0,28.0,51.0,4.0,2.0,98.0,0.0,-36.371444,148.827209,17040
42728,Berrima Public School,Government,Primary,https://berrima-p.schools.nsw.gov.au/,K-6,1049.0,69.0,14.0,32.0,31.0,22.0,8.0,9.6,3.0,1.9,154.0,70.0,84.0,154.0,3.0,8.0,92.0,0.0,-34.485882,150.340775,18350
42729,Berry Public School,Government,Primary,https://berry-p.schools.nsw.gov.au/,K-6,1062.0,74.0,13.0,28.0,31.0,29.0,16.0,17.1,3.0,2.8,316.0,151.0,165.0,316.0,3.0,9.0,91.0,0.0,-34.778317,150.689706,16950
42731,Bigga Public School,Government,Primary,https://bigga-p.schools.nsw.gov.au/,K-6,1005.0,48.0,42.0,20.0,27.0,11.0,1.0,1.3,1.0,1.0,10.0,2.0,8.0,10.0,0.0,44.0,56.0,0.0,-34.0847,149.144602,17640
42732,Binda Public School,Government,Primary,https://binda-p.schools.nsw.gov.au,K-6,716.0,1.0,93.0,8.0,0.0,0.0,1.0,1.3,4.0,1.0,8.0,2.0,6.0,8.0,75.0,0.0,100.0,0.0,-34.331463,149.368114,17640
42733,Bodalla Public School,Government,Primary,https://bodalla-p.schools.nsw.gov.au/,K-6,933.0,17.0,42.0,37.0,16.0,5.0,3.0,4.9,3.0,1.5,62.0,32.0,30.0,62.0,27.0,8.0,92.0,0.0,-36.09938,150.053879,12750
42734,Bomaderry Public School,Government,Primary,https://bomaderry-p.schools.nsw.gov.au/,K-6,883.0,7.0,67.0,21.0,10.0,2.0,24.0,29.1,13.0,11.5,386.0,181.0,205.0,386.0,31.0,7.0,93.0,0.0,-34.847379,150.608269,16950
42735,Bombala Public School,Government,Primary,https://bombala-p.schools.nsw.gov.au/,K-6,905.0,10.0,69.0,25.0,6.0,1.0,9.0,8.6,3.0,1.9,129.0,57.0,72.0,129.0,12.0,2.0,98.0,0.0,-36.918986,149.233792,17040
42736,Boorowa Central School,Government,Combined,http://www.boorowa-c.schools.nsw.edu.au/sws/view/home.node,K-12,934.0,18.0,55.0,27.0,14.0,4.0,18.0,24.2,8.0,8.1,208.0,86.0,122.0,208.0,11.0,2.0,98.0,0.0,-34.436712,148.726108,13910
42737,Bowning Public School,Government,Primary,https://bowning-p.schools.nsw.gov.au/,K-6,950.0,23.0,51.0,36.0,12.0,1.0,3.0,1.9,1.0,1.0,20.0,9.0,11.0,20.0,5.0,0.0,100.0,0.0,-34.769376,148.81153,18710
42738,Bowral Public School,Government,Primary,https://bowral-p.schools.nsw.gov.au/,K-6,1083.0,81.0,9.0,23.0,32.0,35.0,27.0,31.5,3.0,4.1,531.0,244.0,287.0,531.0,2.0,16.0,84.0,0.0,-34.481178,150.419191,18350
42739,Braidwood Central School,Government,Combined,https://braidwood-c.schools.nsw.gov.au/,K-12,1000.0,46.0,34.0,29.0,24.0,13.0,24.0,35.6,7.0,10.7,358.0,177.0,181.0,357.4,6.0,5.0,95.0,0.0,-35.440595,149.798888,16490
42740,Breadalbane Public School,Government,Primary,https://breadalban-p.schools.nsw.gov.au/,K-6,1041.0,66.0,20.0,26.0,40.0,14.0,2.0,1.3,1.0,1.2,7.0,3.0,4.0,7.0,0.0,0.0,100.0,0.0,-34.790546,149.487576,17640
42741,Bredbo Public School,Government,Primary,https://bredbo-p.schools.nsw.gov.au/,K-6,1023.0,58.0,23.0,45.0,15.0,17.0,1.0,1.4,1.0,1.2,14.0,7.0,7.0,14.0,0.0,7.0,93.0,0.0,-35.95399,149.14797,17040
42742,Bulli Public School,Government,Primary,https://bulli-p.schools.nsw.gov.au/,K-6,1082.0,81.0,11.0,19.0,25.0,44.0,14.0,15.5,4.0,2.4,292.0,129.0,163.0,292.0,8.0,13.0,87.0,0.0,-34.326951,150.912703,18450
42743,Bundanoon Public School,Government,Primary,https://bundanoon-p.schools.nsw.gov.au/,K-6,1023.0,57.0,28.0,32.0,26.0,14.0,7.0,9.8,3.0,2.0,148.0,64.0,84.0,148.0,1.0,8.0,92.0,0.0,-34.657878,150.300442,18350
42744,Bungendore Public School,Government,Primary,https://bungendore-p.schools.nsw.gov.au/,K-6,1047.0,68.0,17.0,29.0,31.0,22.0,25.0,29.3,6.0,5.0,501.0,236.0,265.0,501.0,3.0,5.0,95.0,0.0,-35.255619,149.444628,16490
42745,Burrawang Public School,Government,Primary,https://burrawang-p.schools.nsw.gov.au/,K-6,1084.0,81.0,6.0,21.0,49.0,25.0,2.0,2.5,2.0,0.9,38.0,24.0,14.0,38.0,0.0,13.0,87.0,0.0,-34.5928471,150.51604263,18350
42746,Cambewarra Public School,Government,Primary,https://cambewarra-p.schools.nsw.gov.au/,K-6,1018.0,55.0,19.0,37.0,29.0,14.0,14.0,16.2,3.0,2.6,251.0,129.0,122.0,251.0,9.0,6.0,94.0,0.0,-34.821537,150.556043,16950
42747,Candelo Public School,Government,Primary,https://candelo-p.schools.nsw.gov.au/,K-6,990.0,41.0,33.0,38.0,20.0,10.0,5.0,5.3,3.0,1.4,92.0,50.0,42.0,92.0,7.0,3.0,97.0,0.0,-36.768392,149.695674,10550
42748,Captains Flat Public School,Government,Primary,https://captainsfl-p.schools.nsw.gov.au/,K-6,918.0,13.0,68.0,20.0,8.0,3.0,4.0,3.4,2.0,1.4,43.0,16.0,27.0,43.0,14.0,5.0,95.0,0.0,-35.587956,149.449086,16490
42749,Cobargo Public School,Government,Primary,https://cobargo-p.schools.nsw.gov.au/,K-6,961.0,28.0,37.0,33.0,24.0,7.0,3.0,5.1,2.0,1.4,80.0,40.0,40.0,80.0,19.0,10.0,90.0,0.0,-36.386942,149.882818,10550
42750,Coledale Public School,Government,Primary,https://fallscreek-p.schools.nsw.gov.au,K-6,1108.0,87.0,6.0,15.0,34.0,46.0,7.0,7.4,3.0,1.6,138.0,61.0,77.0,138.0,1.0,12.0,88.0,0.0,-34.289546,150.947366,18450
42751,Collector Public School,Government,Primary,https://collector-p.schools.nsw.gov.au,K-6,1051.0,70.0,14.0,35.0,30.0,21.0,3.0,2.5,1.0,0.9,31.0,20.0,11.0,31.0,0.0,3.0,97.0,0.0,-34.914221,149.433144,17640
42752,Coniston Public School,Government,Primary,https://coniston-p.schools.nsw.gov.au,K-6,985.0,39.0,38.0,28.0,24.0,11.0,13.0,17.3,9.0,6.4,198.0,87.0,111.0,198.0,7.0,54.0,46.0,0.0,-34.4388045,150.88715926,18450
42753,Shoalhaven Heads Public School,Government,Primary,https://shoalhaven-p.schools.nsw.gov.au,K-6,993.0,43.0,32.0,34.0,24.0,11.0,7.0,11.3,3.0,1.9,187.0,90.0,97.0,187.0,10.0,7.0,93.0,0.0,-34.853167,150.740088,16950
