f_indonesia_25_44_yrs, f_korea_south_85_yrs_ov, f_japan_5_14_yrs, f_greece_55_64_yrs, f_fiji_25_44_yrs, f_malta_45_54_yrs, f_hong_kong_tot, f_korea_south_65_74_yrs, f_malaysia_0_4_yrs, f_japan_15_24_yrs, f_japan_85_yrs_ov, f_india_25_44_yrs, f_hong_kong_15_24_yrs, f_malta_75_84_yrs, f_egypt_55_64_yrs, f_fiji_65_74_yrs, f_germany_55_64_yrs, f_india_55_64_yrs, f_hong_kong_55_64_yrs, f_italy_25_44_yrs, f_france_45_54_yrs, f_france_25_44_yrs, f_fiji_15_24_yrs, f_indonesia_tot, f_england_25_44_yrs, f_ireland_85_yrs_ov, f_greece_5_14_yrs, f_lebanon_5_14_yrs, f_croatia_85_yrs_ov, f_indonesia_85_yrs_ov, f_hong_kong_45_54_yrs, f_india_75_84_yrs, f_england_0_4_yrs, f_england_75_84_yrs, lga_code_2016, f_china_75_84_yrs, f_ireland_75_84_yrs, f_korea_south_0_4_yrs, f_egypt_75_84_yrs, f_egypt_85_yrs_ov, f_greece_65_74_yrs, f_croatia_5_14_yrs, f_lebanon_65_74_yrs, f_germany_45_54_yrs, f_china_15_24_yrs, f_malaysia_45_54_yrs, f_italy_tot, f_fiji_tot, f_malaysia_55_64_yrs, f_iraq_25_44_yrs, f_italy_75_84_yrs, f_england_65_74_yrs, f_lebanon_25_44_yrs, f_italy_65_74_yrs, f_china_55_64_yrs, f_italy_15_24_yrs, f_hong_kong_65_74_yrs, f_china_85_yrs_ov, f_egypt_65_74_yrs, f_indonesia_15_24_yrs, f_fiji_5_14_yrs, f_iraq_0_4_yrs, f_england_45_54_yrs, f_lebanon_15_24_yrs, f_fiji_45_54_yrs, f_china_65_74_yrs, f_germany_75_84_yrs, f_iraq_75_84_yrs, f_germany_65_74_yrs, f_france_5_14_yrs, f_iraq_45_54_yrs, f_ireland_65_74_yrs, f_croatia_25_44_yrs, f_egypt_5_14_yrs, f_china_45_54_yrs, f_india_0_4_yrs, f_england_5_14_yrs, f_lebanon_0_4_yrs, f_hong_kong_5_14_yrs, f_france_tot, f_iraq_85_yrs_ov, f_korea_south_25_44_yrs, f_india_5_14_yrs, f_germany_85_yrs_ov, f_indonesia_75_84_yrs, f_china_tot, f_indonesia_5_14_yrs, f_india_tot, f_china_0_4_yrs, f_iran_65_74_yrs, f_fiji_55_64_yrs, f_malta_15_24_yrs, f_indonesia_65_74_yrs, f_lebanon_55_64_yrs, f_malta_85_yrs_ov, f_japan_45_54_yrs, f_germany_0_4_yrs, f_malaysia_65_74_yrs, f_france_65_74_yrs, f_hong_kong_0_4_yrs, f_ireland_0_4_yrs, f_italy_85_yrs_ov, f_japan_55_64_yrs, f_korea_south_55_64_yrs, f_france_0_4_yrs, f_japan_tot, f_lebanon_75_84_yrs, f_egypt_25_44_yrs, f_greece_25_44_yrs, f_croatia_55_64_yrs, f_malta_5_14_yrs, f_iran_55_64_yrs, f_hong_kong_75_84_yrs, f_korea_south_tot, f_iraq_5_14_yrs, f_korea_south_45_54_yrs, f_lebanon_85_yrs_ov, f_greece_tot, f_japan_65_74_yrs, f_china_25_44_yrs, f_malta_65_74_yrs, f_korea_south_5_14_yrs, f_italy_5_14_yrs, f_greece_0_4_yrs, f_germany_5_14_yrs, f_germany_tot, f_greece_85_yrs_ov, f_germany_25_44_yrs, f_italy_45_54_yrs, f_japan_0_4_yrs, f_malta_55_64_yrs, f_iran_tot, f_ireland_5_14_yrs, f_malta_tot, f_iraq_tot, f_hong_kong_25_44_yrs, f_lebanon_45_54_yrs, f_egypt_0_4_yrs, f_italy_0_4_yrs, f_malta_25_44_yrs, f_indonesia_0_4_yrs, f_iran_0_4_yrs, f_croatia_65_74_yrs, f_iran_15_24_yrs, f_malaysia_25_44_yrs, f_india_45_54_yrs, f_ireland_45_54_yrs, f_germany_15_24_yrs, f_hong_kong_85_yrs_ov, f_malaysia_85_yrs_ov, f_japan_25_44_yrs, f_iraq_55_64_yrs, f_malaysia_tot, f_egypt_45_54_yrs, f_india_15_24_yrs, f_china_5_14_yrs, f_indonesia_55_64_yrs, f_france_85_yrs_ov, f_england_tot, f_croatia_15_24_yrs, f_croatia_tot, f_malta_0_4_yrs, f_malaysia_75_84_yrs, f_greece_45_54_yrs, f_egypt_tot, f_iran_5_14_yrs, f_england_85_yrs_ov, f_japan_75_84_yrs, f_ireland_tot, f_fiji_75_84_yrs, f_india_65_74_yrs, f_iraq_65_74_yrs, f_ireland_15_24_yrs, f_india_85_yrs_ov, f_ireland_25_44_yrs, lga_name_2016, f_iran_25_44_yrs, f_croatia_45_54_yrs, f_croatia_75_84_yrs, f_england_15_24_yrs, f_croatia_0_4_yrs, f_indonesia_45_54_yrs, f_france_75_84_yrs, f_france_55_64_yrs, f_korea_south_75_84_yrs, f_ireland_55_64_yrs, f_england_55_64_yrs, f_iran_85_yrs_ov, f_france_15_24_yrs, f_iraq_15_24_yrs, f_fiji_85_yrs_ov, f_greece_75_84_yrs, f_fiji_0_4_yrs, f_lebanon_tot, f_egypt_15_24_yrs, f_greece_15_24_yrs, f_iran_75_84_yrs, f_malaysia_15_24_yrs, f_malaysia_5_14_yrs, f_korea_south_15_24_yrs, f_iran_45_54_yrs, f_italy_55_64_yrs
157,7,27,8,54,3,1255,79,9,19,3,1330,120,7,23,22,35,246,395,19,15,31,4,375,493,13,3,0,0,5,255,87,25,238,"14000",196,15,10,17,10,20,0,60,44,323,167,325,184,218,17,83,455,43,68,662,4,118,81,24,22,4,0,612,4,43,365,36,0,75,7,4,19,3,3,901,47,201,0,28,80,0,608,179,25,12,4947,14,2670,50,58,43,0,44,57,4,84,3,123,8,7,0,49,41,165,0,347,53,16,3,7,0,89,28,1426,0,304,18,64,15,2172,15,95,5,0,7,292,3,48,28,10,17,776,14,42,29,292,68,0,0,0,0,5,9,32,237,442,52,11,19,13,142,4,959,16,182,193,47,3,2834,0,51,0,43,5,113,38,179,10,191,8,122,3,3,29,46,"Hornsby (A)",402,20,13,181,0,65,0,11,25,31,455,8,7,0,0,19,0,305,0,0,23,89,58,130,116,71
6,3,4,6,5,0,71,10,0,3,0,24,3,0,3,3,3,10,18,8,0,3,0,27,44,7,0,0,0,0,11,0,0,19,"14100",40,5,0,3,7,10,0,3,3,20,13,91,13,5,0,19,39,6,34,33,0,12,3,0,0,0,0,55,0,3,22,3,0,9,0,0,9,0,0,72,0,19,0,0,5,0,11,0,7,3,260,0,54,0,3,4,0,7,0,0,3,0,12,0,0,0,16,0,7,0,28,0,4,3,0,0,10,3,49,0,9,0,40,0,71,3,0,0,0,0,35,7,11,6,0,3,35,0,7,3,18,6,0,0,0,0,0,0,0,12,7,9,0,0,0,5,0,42,8,0,10,3,0,268,0,8,0,3,0,26,0,27,3,46,3,4,0,0,3,12,"Hunters Hill (A)",11,3,3,16,0,3,0,0,4,3,52,0,5,0,0,11,0,21,0,0,4,0,0,0,9,8
281,25,10,153,97,9,492,15,3,16,3,678,46,40,32,38,42,51,78,168,33,171,5,511,1503,5,6,3,18,3,65,22,59,106,"14170",179,20,4,23,17,454,0,119,79,532,63,1617,285,69,22,513,316,84,334,509,33,44,117,44,51,0,0,777,6,62,223,27,0,62,7,9,37,23,4,611,40,147,0,11,280,0,265,51,9,12,3591,10,1065,17,3,61,3,33,142,9,95,0,56,12,3,0,244,23,40,0,418,76,20,44,28,0,13,13,508,0,67,54,1528,14,1346,47,14,11,3,8,432,154,183,114,5,23,121,7,138,40,230,92,0,3,4,3,0,42,3,263,104,114,15,9,11,241,6,519,24,66,61,60,0,3593,0,185,0,12,71,161,0,61,6,583,7,46,0,15,11,336,"Inner West (A)",84,33,44,165,0,53,4,19,34,51,455,0,19,5,4,632,0,579,0,16,4,38,4,40,10,186
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,14,"14200",0,0,0,0,0,0,0,0,3,0,0,10,4,3,0,0,25,0,6,3,0,0,0,0,0,0,0,22,0,0,0,3,0,9,0,0,0,0,0,3,0,3,0,0,4,0,7,0,0,0,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,111,0,3,0,0,0,0,0,9,0,6,0,3,0,0,0,3,"Inverell (A)",0,0,0,3,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
6,0,3,3,3,0,9,0,0,3,0,5,0,7,0,0,11,0,3,0,3,0,0,9,65,0,0,0,0,0,3,0,0,83,"14400",0,4,0,0,0,3,0,0,3,0,6,35,10,4,0,3,148,0,13,5,0,0,0,3,0,0,0,102,0,0,4,4,0,12,0,0,5,4,0,8,0,11,0,0,10,0,3,0,5,0,32,0,17,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,3,6,0,0,0,9,0,16,8,0,0,0,0,46,3,4,8,0,0,4,3,16,0,3,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,10,0,0,0,0,0,557,0,6,0,0,0,4,0,33,0,42,0,3,0,0,0,11,"Kiama (A)",0,3,0,12,0,0,0,3,0,12,96,0,0,0,0,6,0,0,0,0,0,0,0,0,0,12
138,4,45,5,30,0,1548,83,0,45,5,404,139,0,7,10,31,133,360,14,14,35,4,319,465,6,0,0,3,6,276,47,25,282,"14500",158,11,12,12,3,19,0,10,61,411,162,174,85,141,5,47,340,18,38,562,5,165,59,14,19,0,0,686,4,9,337,39,0,65,7,5,23,7,4,969,16,407,0,93,105,0,559,43,30,19,4862,5,999,64,47,22,0,47,16,3,120,0,116,15,15,0,21,71,151,0,510,9,13,0,8,0,90,40,1359,0,311,3,41,45,2037,3,86,0,0,18,329,0,54,27,11,11,581,15,19,16,446,16,0,0,0,0,0,13,19,252,199,54,28,11,10,165,4,792,8,47,264,38,4,3142,0,47,0,33,4,66,20,173,17,190,9,97,3,5,15,42,"Ku-ring-gai (A)",275,10,11,352,0,53,4,16,25,29,428,5,9,0,0,17,0,74,0,0,11,52,26,128,109,26
0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,6,3,0,0,3,0,4,0,8,0,0,0,0,0,0,0,0,13,"14550",0,0,0,0,0,0,0,0,7,4,0,0,7,0,0,0,36,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,3,"Kyogle (A)",0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,"14600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,"Lachlan (A)",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
35,0,3,6,16,0,68,3,0,7,3,163,7,6,7,12,45,30,24,6,18,10,0,88,342,4,0,0,4,3,15,16,13,413,"14650",12,18,0,4,3,27,0,4,30,26,36,179,81,45,5,33,566,7,54,55,5,6,6,9,11,0,0,421,0,27,20,58,0,241,0,0,20,8,0,60,0,94,0,7,39,0,58,27,56,4,325,3,328,3,3,21,0,6,6,3,9,0,24,5,0,3,19,5,12,0,61,0,0,3,9,0,3,0,104,3,15,0,66,3,135,27,6,0,0,3,477,8,41,11,3,14,31,10,51,12,19,3,0,0,0,0,0,13,0,48,27,24,9,0,0,22,4,160,3,24,15,9,0,2583,0,58,0,6,4,24,0,177,7,145,5,28,0,9,8,47,"Lake Macquarie (C)",16,8,15,70,0,12,4,3,0,8,476,0,0,0,0,14,0,20,0,0,0,4,3,14,4,36
42,0,16,5,22,0,296,5,0,14,0,263,18,0,3,0,7,21,64,21,8,26,4,92,234,0,0,0,5,3,48,5,10,65,"14700",45,7,0,9,15,10,0,6,21,65,50,83,37,54,0,13,96,3,16,116,4,35,14,14,9,0,0,136,0,0,49,4,0,14,0,0,0,3,0,150,16,72,0,14,49,0,128,23,7,0,897,6,386,14,14,8,0,16,3,0,38,0,28,4,0,0,9,13,14,0,230,3,0,6,4,0,26,10,193,0,24,0,37,10,431,6,9,0,0,0,99,3,39,14,4,3,195,6,8,3,110,5,0,0,3,0,3,13,6,112,30,27,7,0,0,123,0,282,3,16,19,14,3,791,0,33,0,10,7,51,0,39,3,117,3,14,0,6,3,58,"Lane Cove (A)",117,3,3,41,0,11,3,3,3,17,89,0,3,0,0,8,0,24,0,0,3,11,4,11,23,10
0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,4,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,10,"14750",0,0,0,0,0,0,0,0,0,3,0,87,5,0,0,31,17,0,38,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,7,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leeton (A)",0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
15,0,0,0,3,0,11,0,0,3,0,21,0,0,0,0,32,4,0,11,8,9,3,26,69,0,0,0,0,0,4,0,0,44,"14850",0,3,0,0,0,0,0,0,20,9,13,89,14,3,0,23,98,0,15,5,0,0,0,0,3,0,0,109,0,3,0,3,0,32,0,0,3,3,0,6,0,9,0,0,26,0,15,0,4,0,40,0,48,0,0,0,0,0,0,0,3,0,0,6,0,0,27,4,4,0,30,0,3,0,0,0,0,0,16,0,0,0,3,0,17,3,0,0,0,0,112,0,20,3,0,0,3,3,7,0,3,0,0,0,0,0,0,3,0,8,6,3,0,0,0,14,0,26,0,3,0,3,0,491,0,6,0,3,0,11,0,29,0,25,0,9,0,0,0,4,"Lismore (C)",0,0,0,11,0,0,0,7,0,8,126,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
3,0,0,0,3,0,6,0,0,0,0,13,0,0,0,3,7,0,0,5,0,0,0,5,27,0,0,0,0,0,3,3,3,40,"14870",0,4,0,0,0,0,0,0,0,0,6,23,9,0,0,3,70,3,6,7,0,0,0,0,0,0,0,46,0,0,3,5,0,22,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,26,0,30,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,3,0,4,0,6,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,32,0,5,0,0,3,0,0,5,6,0,3,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,11,0,0,0,0,0,268,0,8,0,0,3,4,0,19,0,7,0,7,0,0,0,0,"Lithgow (C)",0,0,0,4,0,3,0,0,0,0,66,0,0,0,0,0,0,4,0,0,0,3,0,0,0,4
247,0,8,76,1496,31,179,12,0,7,3,1369,13,63,111,210,27,197,47,47,6,12,232,500,142,5,9,34,20,4,29,32,9,110,"14900",66,6,3,49,20,125,0,144,26,80,55,1355,3456,64,2076,318,175,772,391,249,13,15,28,71,40,66,29,193,91,732,117,37,104,82,0,753,9,239,48,332,41,46,7,3,59,38,71,193,26,15,1448,17,2539,13,19,589,0,40,384,14,12,0,41,4,0,3,194,3,11,0,64,55,214,44,180,0,72,0,108,368,10,17,466,0,550,146,0,4,0,3,270,17,34,137,0,84,423,12,342,4939,77,461,3,0,9,3,3,133,50,94,406,18,27,0,9,33,543,314,140,186,24,47,3,956,46,900,0,9,54,703,25,44,3,97,92,99,293,0,26,24,"Liverpool (C)",167,176,94,31,0,80,3,13,0,16,199,3,3,735,20,104,7,1970,48,22,13,24,20,8,75,237
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8,"14920",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Liverpool Plains (A)",0,0,0,3,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,"14950",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lockhart (A)",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,3,18,0,19,0,0,3,0,128,0,0,0,4,17,12,4,0,5,3,4,31,129,0,0,0,0,0,3,7,8,71,"15050",6,0,0,0,3,4,0,0,9,0,14,21,44,4,3,3,146,0,7,23,0,0,0,6,0,3,0,142,0,11,3,8,0,64,0,0,6,0,0,30,3,30,0,0,10,0,14,25,18,0,94,3,207,0,0,3,0,3,0,0,5,0,0,0,0,0,3,4,3,0,12,0,3,0,3,0,0,0,20,3,0,0,13,0,30,10,0,0,0,0,131,0,15,0,0,7,3,0,15,8,5,0,0,0,0,0,0,0,0,19,20,4,3,0,0,0,0,49,0,12,3,3,0,710,0,8,0,3,3,11,0,27,0,36,0,7,0,0,0,12,"Maitland (C)",4,0,0,26,0,5,0,0,0,3,127,0,0,0,0,3,0,7,0,0,0,5,4,0,0,0
15,0,0,0,4,3,17,3,0,0,0,53,0,0,3,7,30,3,7,3,7,3,0,28,80,4,0,0,0,0,10,11,0,285,"15240",3,12,0,4,0,7,0,0,21,0,8,40,23,12,3,14,527,3,8,14,0,0,3,10,0,0,0,211,0,3,4,37,0,81,0,0,18,0,0,19,3,10,0,0,27,0,11,10,17,3,79,3,90,0,0,3,0,4,0,0,6,0,8,3,0,0,6,0,3,0,16,0,8,0,3,0,0,0,24,0,3,0,15,3,36,28,0,0,0,3,193,0,12,3,0,5,11,3,40,6,3,3,0,0,0,0,0,9,0,10,0,14,3,0,0,5,3,43,0,3,0,0,3,1570,0,18,0,3,0,27,0,119,0,65,4,0,0,3,3,4,"Mid-Coast (A)",4,3,3,28,0,7,0,7,0,5,303,0,0,0,0,3,0,13,0,0,0,0,0,3,4,9
0,0,0,0,4,0,3,0,0,0,0,12,0,0,0,0,13,3,0,0,0,0,0,4,32,0,0,0,0,0,0,0,0,45,"15270",0,3,0,0,0,0,0,0,6,0,3,12,6,3,0,3,75,0,3,0,0,0,0,0,0,0,0,55,0,3,0,3,0,23,0,0,0,0,0,4,0,9,0,0,3,0,6,3,7,0,15,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,0,0,4,0,3,0,0,0,0,0,51,4,0,0,0,5,0,4,5,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,5,0,11,0,0,0,0,0,297,0,8,0,0,0,3,0,12,0,14,0,0,0,0,0,4,"Mid-Western Regional (A)",0,0,0,5,0,0,0,0,0,0,64,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,9,0,3,0,0,0,0,17,0,0,0,3,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,"15300",0,0,0,0,0,4,0,0,0,0,0,4,26,0,0,0,6,0,3,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,9,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,43,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,"Moree Plains (A)",0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
12,0,10,3,6,0,120,0,0,3,3,51,14,0,7,4,14,10,9,19,12,34,0,31,302,0,0,0,0,0,20,4,25,62,"15350",14,13,0,0,5,9,0,4,19,18,14,74,20,19,0,13,135,0,12,47,3,7,3,10,0,0,0,252,0,7,22,13,0,36,5,0,7,7,0,54,0,140,0,14,77,0,32,7,8,0,316,0,116,3,6,0,0,3,3,0,35,0,4,3,7,0,4,10,9,0,145,0,0,3,7,0,4,3,61,0,14,0,21,13,139,0,0,3,0,3,127,3,34,10,0,0,34,11,8,0,38,3,0,0,4,0,0,8,0,24,20,22,5,0,0,65,0,78,0,3,15,5,3,1185,0,35,0,7,0,24,0,32,4,100,0,10,0,3,10,35,"Mosman (A)",14,4,3,74,0,0,3,6,0,9,152,0,4,0,0,9,0,12,0,0,0,4,3,0,8,5
0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,34,"15520",0,0,0,0,0,0,0,0,0,0,0,13,10,0,0,3,46,0,3,0,0,0,0,0,0,0,0,12,0,0,0,3,0,16,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,21,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,6,0,0,0,0,0,126,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,"Murray River (A)",0,0,0,6,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15560",0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,3,"Murrumbidgee (A)",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,3,0,3,0,0,0,0,22,0,0,0,0,0,3,4,0,0,3,0,4,15,3,0,0,0,0,0,0,0,8,"15650",0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,15,0,0,3,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,3,0,0,13,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,8,0,3,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,8,0,0,0,0,0,101,0,3,0,0,0,0,0,0,0,19,0,3,0,0,0,3,"Muswellbrook (A)",0,0,0,4,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,10,3,4,0,0,0,0,3,13,0,0,0,0,0,0,0,0,77,"15700",0,0,0,0,0,0,0,0,3,0,3,11,19,0,0,0,96,0,3,0,0,0,0,0,0,0,0,45,0,6,0,6,0,21,0,0,3,0,0,5,3,4,0,0,5,0,0,0,4,0,11,0,13,0,0,4,0,0,3,0,3,0,0,3,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,47,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,335,0,0,0,0,0,7,0,25,0,8,0,3,0,0,0,4,"Nambucca (A)",0,0,0,0,0,0,0,6,0,0,72,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,4,"15750",0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,"Narrabri (A)",0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,"15800",0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Narrandera (A)",0,0,0,6,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
