f_pakistan_85_yrs_ov, f_se_europe_nfd_5_14_yrs, f_taiwan_85_yrs_ov, f_fyrom_75_84_yrs, f_png_tot, f_usa_75_84_yrs, f_taiwan_75_84_yrs, f_new_zealand_45_54_yrs, f_philippines_85_yrs_ov, f_thailand_85_yrs_ov, f_sri_lanka_0_4_yrs, f_mauritius_55_64_yrs_yrs, f_sri_lanka_5_14_yrs, f_nthern_ireland_55_64_yrs_yrs, f_netherlands_0_4_yrs, f_poland_85_yrs_ov, f_usa_55_64_yrs_yrs, f_mauritius_45_54_yrs, f_south_africa_75_84_yrs, f_south_africa_85_yrs_ov, f_new_zealand_tot, f_se_europe_nfd_55_64_yrs_yrs, f_netherlands_55_64_yrs_yrs, f_singapore_45_54_yrs, f_png_0_4_yrs, f_new_zealand_75_84_yrs, f_scotland_45_54_yrs, f_pakistan_25_44_yrs, f_thailand_75_84_yrs, f_turkey_tot, f_se_europe_nfd_75_84_yrs, f_pakistan_15_24_yrs, f_thailand_45_54_yrs, f_south_africa_65_74_yrs, lga_code_2016, f_nepal_5_14_yrs, f_usa_0_4_yrs, f_singapore_5_14_yrs, f_usa_25_44_yrs, f_myanmar_45_54_yrs, f_philippines_25_44_yrs, f_south_africa_45_54_yrs, f_sri_lanka_75_84_yrs, f_scotland_55_64_yrs_yrs, f_sri_lanka_tot, f_taiwan_55_64_yrs_yrs, f_nthern_ireland_5_14_yrs, f_nepal_45_54_yrs, f_png_65_74_yrs, f_png_25_44_yrs, f_pakistan_0_4_yrs, f_south_africa_55_64_yrs_yrs, f_fyrom_55_64_yrs_yrs, f_turkey_15_24_yrs, f_singapore_tot, f_myanmar_tot, f_poland_45_54_yrs, f_thailand_15_24_yrs, f_new_zealand_5_14_yrs, f_se_europe_nfd_0_4_yrs, f_turkey_85_yrs_ov, f_netherlands_75_84_yrs, f_se_europe_nfd_tot, f_thailand_tot, f_nepal_tot, f_philippines_5_14_yrs, f_fyrom_25_44_yrs, f_turkey_5_14_yrs, f_nepal_75_84_yrs, f_taiwan_65_74_yrs, f_nthern_ireland_65_74_yrs, f_usa_85_yrs_ov, f_nthern_ireland_25_44_yrs, f_new_zealand_0_4_yrs, f_nepal_25_44_yrs, f_nepal_65_74_yrs, f_nthern_ireland_15_24_yrs, f_nepal_15_24_yrs, f_poland_0_4_yrs, f_myanmar_65_74_yrs, f_new_zealand_25_44_yrs, f_pakistan_75_84_yrs, f_singapore_55_64_yrs_yrs, f_myanmar_25_44_yrs, f_nthern_ireland_45_54_yrs, f_usa_65_74_yrs, f_myanmar_85_yrs_ov, f_turkey_55_64_yrs_yrs, f_philippines_55_64_yrs_yrs, f_mauritius_0_4_yrs, f_netherlands_45_54_yrs, f_poland_5_14_yrs, f_new_zealand_55_64_yrs_yrs, f_singapore_65_74_yrs, f_pakistan_65_74_yrs, f_philippines_0_4_yrs, f_nthern_ireland_75_84_yrs, f_thailand_65_74_yrs, f_usa_5_14_yrs, f_png_45_54_yrs, f_poland_75_84_yrs, f_singapore_15_24_yrs, f_netherlands_5_14_yrs, f_pakistan_55_64_yrs_yrs, f_turkey_25_44_yrs, f_fyrom_tot, f_singapore_85_yrs_ov, f_thailand_25_44_yrs, f_usa_45_54_yrs, f_png_5_14_yrs, f_myanmar_15_24_yrs, f_south_africa_tot, f_nepal_55_64_yrs_yrs, f_turkey_0_4_yrs, f_fyrom_65_74_yrs, f_mauritius_85_yrs_ov, f_usa_tot, f_scotland_85_yrs_ov, f_pakistan_45_54_yrs, f_nthern_ireland_tot, f_turkey_65_74_yrs, f_nepal_85_yrs_ov, f_poland_25_44_yrs, f_fyrom_15_24_yrs, f_new_zealand_15_24_yrs, f_taiwan_tot, f_scotland_75_84_yrs, f_netherlands_15_24_yrs, f_philippines_65_74_yrs, f_scotland_0_4_yrs, f_se_europe_nfd_45_54_yrs, f_singapore_75_84_yrs, f_fyrom_85_yrs_ov, f_myanmar_75_84_yrs, f_scotland_tot, f_se_europe_nfd_15_24_yrs, f_scotland_25_44_yrs, f_taiwan_0_4_yrs, f_sri_lanka_85_yrs_ov, f_thailand_0_4_yrs, f_netherlands_65_74_yrs, f_pakistan_5_14_yrs, f_poland_15_24_yrs, f_south_africa_15_24_yrs, f_sri_lanka_45_54_yrs, f_new_zealand_65_74_yrs, f_myanmar_0_4_yrs, f_taiwan_15_24_yrs, f_sri_lanka_25_44_yrs, f_poland_65_74_yrs, f_se_europe_nfd_65_74_yrs, f_myanmar_55_64_yrs_yrs, f_mauritius_tot, f_south_africa_25_44_yrs, f_poland_tot, f_png_75_84_yrs, f_scotland_5_14_yrs, f_south_africa_0_4_yrs, f_fyrom_5_14_yrs, f_turkey_45_54_yrs, f_se_europe_nfd_85_yrs_ov, f_new_zealand_85_yrs_ov, f_netherlands_25_44_yrs, f_netherlands_85_yrs_ov, f_philippines_15_24_yrs, f_png_85_yrs_ov, f_mauritius_5_14_yrs, f_singapore_0_4_yrs, f_philippines_45_54_yrs, f_fyrom_0_4_yrs, f_sri_lanka_65_74_yrs, lga_name_2016, f_mauritius_15_24_yrs, f_nepal_0_4_yrs, f_thailand_5_14_yrs, f_taiwan_5_14_yrs, f_philippines_75_84_yrs, f_myanmar_5_14_yrs, f_thailand_55_64_yrs_yrs, f_sri_lanka_15_24_yrs, f_nthern_ireland_0_4_yrs, f_netherlands_tot, f_fyrom_45_54_yrs, f_taiwan_45_54_yrs, f_poland_55_64_yrs_yrs, f_singapore_25_44_yrs, f_png_55_64_yrs_yrs, f_sri_lanka_55_64_yrs_yrs, f_scotland_15_24_yrs, f_turkey_75_84_yrs, f_pakistan_tot, f_usa_15_24_yrs, f_png_15_24_yrs, f_philippines_tot, f_scotland_65_74_yrs, f_nthern_ireland_85_yrs_ov, f_mauritius_75_84_yrs, f_mauritius_65_74_yrs, f_south_africa_5_14_yrs, f_taiwan_25_44_yrs, f_mauritius_25_44_yrs, f_se_europe_nfd_25_44_yrs
0,0,0,0,37,9,0,151,0,0,0,0,0,0,0,36,33,0,86,25,832,11,3,13,0,43,14,0,0,28,0,0,9,152,"18500",0,23,43,167,0,95,179,3,16,38,3,0,0,0,8,0,227,0,0,147,6,8,5,21,0,0,3,22,88,8,10,4,0,0,0,3,7,13,5,3,0,0,0,0,4,326,0,18,0,3,37,0,0,24,0,12,0,129,8,0,0,3,5,60,8,23,15,0,0,14,6,0,56,69,0,0,1049,0,0,0,0,446,5,3,31,3,0,29,0,55,38,14,3,9,0,6,3,0,0,122,0,51,3,0,0,24,0,4,60,11,93,0,0,17,28,5,3,13,308,139,0,3,3,0,11,0,13,31,3,18,3,0,8,38,0,3,"Woollahra (A)",3,0,3,0,0,0,8,0,0,68,0,9,16,38,0,8,3,3,6,50,8,196,19,0,0,3,9,16,4,0
0,0,0,0,18,0,0,24,0,0,0,0,0,0,0,0,9,0,0,0,106,0,11,0,0,8,4,0,0,0,0,0,3,3,"18710",0,0,0,18,0,3,3,0,9,0,0,0,0,0,9,0,4,0,0,7,0,0,4,3,0,0,3,3,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,27,0,0,0,0,4,0,0,3,0,3,0,17,0,0,0,0,0,6,13,0,0,0,0,0,0,0,3,5,0,0,20,0,0,0,0,41,0,0,6,0,0,0,0,13,0,0,0,3,0,0,0,0,0,30,0,4,0,0,0,11,0,0,0,0,12,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,"Yass Valley (A)",0,0,0,0,0,0,0,0,0,32,0,0,4,0,3,0,0,0,0,4,0,19,5,0,0,0,0,0,0,0
0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,"19399",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,"Unincorporated NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3,3,0,19,0,0,0,0,0,3,0,0,7,0,0,0,80,0,12,3,0,3,0,0,0,0,5,0,3,0,"20110",0,0,0,11,0,16,0,0,8,0,0,0,0,0,0,0,0,0,0,5,5,0,0,10,0,0,3,3,10,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,25,0,0,3,0,3,0,0,3,0,0,0,15,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,26,0,0,7,0,0,0,0,3,9,5,3,3,0,0,0,0,0,34,0,3,0,0,0,15,0,0,0,0,10,0,0,0,3,0,0,0,4,6,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,"Alpine (S)",0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,3,0,0,0,0,28,6,0,0,0,0,7,0,0
0,0,0,0,4,0,0,13,0,0,0,5,0,0,0,0,0,0,0,0,69,0,4,0,0,3,0,3,0,0,0,0,0,0,"20260",0,0,0,3,0,23,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,3,0,7,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,7,0,0,3,0,0,0,0,6,27,3,0,3,0,0,0,0,0,14,0,3,0,0,0,9,7,0,0,0,0,0,6,3,3,0,0,5,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,"Ararat (RC)",0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,8,0,0,50,5,0,0,0,0,22,0,0
0,0,0,0,24,0,0,75,0,0,0,0,9,11,0,8,16,0,3,0,396,5,43,10,0,22,32,16,0,3,3,8,14,8,"20570",0,0,8,39,3,111,21,0,36,57,0,0,3,0,11,0,12,0,0,31,10,3,8,19,0,0,81,23,76,20,26,0,0,0,0,7,0,0,4,15,0,3,0,0,3,115,0,8,4,3,16,0,3,45,0,11,0,75,0,0,3,9,0,8,7,8,4,3,0,3,3,0,41,16,0,3,99,0,0,0,0,112,9,0,30,0,0,11,0,37,19,34,3,14,0,3,0,0,0,187,0,18,0,0,0,119,0,0,14,10,39,0,3,29,7,10,0,9,34,32,0,0,0,0,0,3,7,4,25,23,0,0,0,44,0,3,"Ballarat (C)",3,0,3,0,3,0,7,4,0,289,0,3,3,8,0,0,4,0,29,13,3,267,53,3,0,0,6,14,8,4
0,0,0,20,42,6,0,128,3,0,0,17,13,11,0,22,21,12,8,3,721,16,18,15,0,24,39,38,0,34,14,4,29,13,"20660",0,11,17,77,4,159,50,24,63,389,11,3,0,3,12,0,28,51,0,175,34,22,27,50,0,0,30,80,162,26,11,26,0,0,4,13,0,11,16,19,0,0,4,0,3,286,0,25,14,5,29,0,9,65,0,7,0,103,12,0,3,4,3,32,17,30,21,5,5,7,204,0,85,39,0,7,222,0,0,60,3,240,17,10,51,5,0,37,3,55,103,38,3,28,0,12,10,4,0,283,0,46,0,8,3,31,0,0,23,75,52,0,15,136,18,25,3,83,88,155,0,15,3,0,10,8,10,9,3,34,0,0,0,57,0,50,"Banyule (C)",7,0,7,0,7,0,15,32,0,116,34,14,30,71,6,56,16,4,61,29,0,366,58,6,5,10,11,64,18,6
0,0,0,0,11,3,0,44,0,0,0,3,0,9,0,0,7,3,0,0,264,0,14,0,0,18,15,0,0,6,0,0,7,8,"20740",0,3,0,16,0,26,12,0,25,23,0,0,0,0,4,0,5,0,0,4,7,0,4,15,0,0,32,13,34,8,3,0,0,0,0,13,0,0,4,8,0,0,0,0,0,59,0,0,8,0,3,0,0,8,0,3,0,62,0,0,0,5,0,3,0,0,0,0,0,0,0,0,13,11,6,0,38,0,0,0,0,48,8,0,22,0,0,5,0,15,5,12,0,5,0,0,0,0,0,106,0,11,0,0,0,58,0,0,0,5,45,0,0,4,7,3,0,10,11,8,0,0,0,0,0,4,4,8,10,0,0,0,0,9,0,3,"Bass Coast (S)",0,0,3,0,3,0,0,0,0,140,0,0,0,3,0,7,0,0,0,0,0,60,39,0,0,3,0,5,4,0
0,0,0,0,12,0,0,56,0,0,0,0,3,3,0,5,9,6,3,0,261,0,50,0,0,11,8,9,0,3,4,0,3,11,"20830",0,0,0,6,0,41,9,0,34,29,0,0,0,0,6,0,15,0,0,7,0,0,3,11,0,0,33,12,24,0,6,0,0,0,0,10,0,3,0,0,0,0,0,0,0,72,0,0,0,6,12,0,0,20,0,13,0,45,0,0,0,3,0,0,7,4,0,0,0,0,0,0,14,10,0,0,58,0,0,0,0,44,3,0,28,0,0,4,0,25,35,24,0,10,0,3,3,0,0,116,0,10,0,0,0,87,0,0,0,6,28,0,4,11,5,5,0,19,16,25,0,0,0,0,3,0,3,3,17,3,0,0,0,22,0,7,"Baw Baw (S)",0,0,3,0,0,0,3,0,0,204,0,0,11,3,0,4,0,0,8,6,0,97,43,0,0,0,9,27,5,0
0,0,0,0,27,4,0,226,0,0,0,11,0,14,3,39,59,9,10,8,947,10,25,26,0,25,81,10,0,61,10,0,13,55,"20910",0,17,43,111,10,53,143,18,57,139,9,0,0,4,4,0,79,5,0,151,12,30,13,58,0,0,15,62,97,8,5,4,0,0,0,11,0,12,5,6,0,0,0,0,0,276,0,15,0,23,25,0,16,21,0,23,3,166,3,3,0,4,9,84,9,22,24,16,3,14,23,0,44,84,0,0,604,0,0,0,0,442,21,0,72,12,0,70,0,83,38,35,12,19,0,21,7,0,0,375,0,77,0,8,0,27,0,3,47,17,81,0,4,38,57,10,4,55,196,285,0,17,6,0,18,4,20,26,12,14,0,0,3,36,0,23,"Bayside (C)",0,0,16,0,4,0,6,0,0,160,12,7,70,40,5,30,14,3,15,57,0,152,65,3,3,6,48,20,18,7
0,0,0,0,3,0,0,20,0,0,0,0,0,3,0,0,4,0,0,0,57,0,0,0,0,3,3,0,0,0,0,0,3,0,"21010",0,0,0,3,0,8,0,0,14,3,0,0,0,0,4,0,3,0,0,4,0,0,0,0,0,0,12,3,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,10,0,0,9,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,10,0,0,0,0,16,0,0,7,0,0,0,0,4,3,3,0,3,0,0,0,0,0,28,0,4,0,0,0,15,0,0,0,0,4,0,0,0,0,3,0,0,4,3,0,0,0,0,0,0,3,3,3,0,0,0,0,3,0,0,"Benalla (RC)",0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,29,4,0,0,0,0,0,0,0
0,0,0,8,50,10,7,239,3,0,0,13,23,9,0,34,63,23,23,8,1338,16,19,69,0,71,51,39,4,88,13,16,44,47,"21110",0,21,57,167,9,202,96,34,48,625,70,0,3,5,20,0,74,14,5,542,49,23,49,101,0,3,13,58,321,49,20,12,3,0,39,11,9,12,12,29,0,0,12,0,3,454,0,98,18,17,25,6,8,46,0,18,0,183,46,0,3,4,4,94,19,35,73,8,7,31,66,11,194,103,0,3,507,0,0,14,4,568,26,16,58,3,0,48,0,149,473,41,8,17,0,17,18,4,4,317,0,64,0,17,0,42,3,0,58,108,107,0,35,236,38,7,5,81,186,222,0,15,0,0,31,3,20,22,8,23,0,0,13,42,0,58,"Boroondara (C)",4,0,11,14,8,0,16,52,0,142,12,58,43,161,10,87,8,4,84,77,0,367,61,10,4,4,20,248,30,5
0,0,0,144,52,0,0,162,34,0,4,24,61,14,0,101,4,16,0,0,1650,87,18,16,0,12,19,257,3,313,75,44,56,6,"21180",5,4,14,39,41,1181,16,31,35,756,12,0,11,0,24,23,18,467,10,123,680,61,42,365,0,6,18,367,362,254,156,203,3,0,4,14,0,3,63,177,0,4,61,0,9,564,3,6,386,3,0,0,59,556,0,4,0,98,11,10,23,14,7,27,3,84,15,0,21,96,1551,0,204,14,11,131,82,4,0,401,3,110,11,25,64,41,0,79,22,350,84,34,0,241,0,57,0,34,3,162,0,11,0,5,0,35,44,11,13,140,29,4,9,313,116,91,23,112,28,612,0,0,0,11,83,23,3,4,7,286,0,0,7,613,6,44,"Brimbank (C)",4,0,26,0,77,83,19,67,0,90,269,10,155,50,3,92,0,13,422,24,13,3165,51,7,6,11,0,51,45,33
0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,3,0,0,0,0,0,0,0,"21270",0,0,0,0,0,5,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,"Buloke (S)",0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,26,0,0,0,0,0,0,0,0
0,0,0,0,4,0,0,47,0,0,0,0,4,0,0,0,0,0,4,0,202,0,6,3,0,13,8,0,0,7,0,0,3,5,"21370",0,0,0,11,0,54,4,0,14,12,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,5,5,13,4,17,0,0,0,0,3,3,0,4,4,0,0,0,0,0,58,0,0,0,3,7,0,3,19,0,6,0,42,0,0,0,3,0,3,3,0,0,0,0,0,4,0,6,7,0,0,14,0,0,0,0,33,3,0,6,0,0,0,0,19,3,8,0,10,0,0,0,0,0,49,0,3,0,0,0,29,0,0,0,0,19,0,0,7,0,4,0,0,3,5,0,0,0,0,0,0,3,7,3,5,0,0,0,30,0,0,"Campaspe (S)",0,0,3,0,4,0,4,0,0,58,0,0,0,0,0,0,0,0,0,3,0,143,21,0,0,0,0,0,0,0
0,0,0,0,25,3,0,148,4,0,5,29,30,10,0,4,10,39,12,3,789,11,74,15,0,16,41,38,0,14,4,4,17,15,"21450",3,0,5,39,0,159,53,3,79,420,0,0,3,0,9,3,22,0,0,63,22,11,4,75,0,0,63,55,91,22,32,4,0,0,0,9,0,6,19,10,0,0,6,0,4,290,0,4,11,11,7,0,0,27,3,24,0,95,6,0,3,9,0,12,18,0,8,4,3,3,12,0,59,13,0,3,233,0,0,0,0,96,13,3,49,6,0,21,0,91,39,32,7,19,0,11,0,0,0,300,0,54,0,3,0,104,5,0,36,49,52,0,6,235,8,17,0,208,84,70,0,9,0,0,5,0,10,17,18,47,0,11,0,74,0,33,"Cardinia (S)",20,0,3,0,0,0,6,20,0,301,3,0,21,31,0,36,9,0,66,13,0,365,65,0,5,22,15,33,76,9
0,0,0,9,28,3,0,523,17,0,47,326,426,32,0,34,24,301,44,21,3501,134,113,85,0,39,147,537,0,378,47,196,61,100,"21610",8,8,54,75,14,1072,248,128,208,5483,16,0,18,0,17,32,131,64,13,409,92,121,21,565,0,4,138,470,415,146,201,83,0,0,3,46,0,29,92,95,0,0,16,0,9,1226,3,56,42,37,12,3,58,382,0,33,9,293,23,18,29,18,11,53,11,46,68,9,44,97,256,0,269,46,0,3,1039,6,3,32,40,275,47,78,167,46,0,161,8,659,135,120,9,121,3,110,4,5,3,809,5,92,4,44,4,236,217,17,126,936,103,0,0,2572,98,91,11,1573,318,672,0,19,3,3,130,23,13,22,72,307,0,43,7,582,0,341,"Casey (C)",100,3,18,12,42,4,33,381,0,633,58,11,184,105,8,611,25,21,1133,45,0,2749,147,3,86,177,51,85,487,63
0,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,8,0,0,0,49,0,12,0,0,3,3,0,0,0,0,0,0,0,"21670",0,0,0,0,0,21,0,0,4,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,3,0,0,3,0,0,4,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,3,0,5,0,0,0,0,0,0,6,0,9,0,0,0,0,0,29,0,0,0,0,0,21,0,0,0,0,8,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,"Central Goldfields (S)",0,0,0,0,0,0,0,3,0,41,0,0,3,0,0,0,0,0,3,0,0,40,11,3,0,0,0,0,0,0
0,0,0,0,4,3,0,22,0,0,0,0,0,0,0,0,8,0,0,0,126,0,5,3,0,0,6,0,0,0,0,0,3,0,"21750",0,0,0,5,0,17,3,0,8,7,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,3,0,9,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,37,0,4,0,0,3,0,0,3,0,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,0,0,3,0,18,3,0,4,0,0,3,0,11,10,6,0,4,0,0,0,0,0,37,0,3,0,0,0,8,0,0,3,3,12,0,3,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,"Colac-Otway (S)",0,0,0,0,0,0,3,0,0,32,0,0,0,0,3,0,0,0,3,0,0,38,8,0,0,0,0,11,0,0
0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,111,3,8,0,0,5,3,0,0,0,0,0,0,0,"21830",0,0,0,3,0,21,0,0,3,3,0,0,0,0,0,0,0,0,0,8,0,0,0,7,0,0,12,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,4,0,0,3,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,7,0,0,0,0,0,0,0,13,0,3,0,3,0,0,0,0,0,21,0,0,0,0,0,24,0,0,0,0,6,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,0,"Corangamite (S)",0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,41,14,0,0,0,0,0,0,0
0,0,0,107,32,4,0,147,0,0,0,5,11,9,0,13,12,21,3,0,1126,23,9,28,0,11,28,105,3,128,22,9,43,12,"21890",10,5,20,169,3,283,23,16,34,381,6,0,9,0,22,8,13,117,0,183,25,11,30,30,0,0,15,96,290,375,21,108,0,0,0,3,0,18,9,259,0,3,86,0,0,676,0,12,11,0,15,0,21,84,0,12,0,118,3,0,3,3,3,20,5,17,17,0,0,44,619,0,184,44,0,3,177,3,0,134,4,310,8,11,41,7,0,58,3,86,140,17,4,42,0,18,0,34,0,193,0,68,0,3,0,20,26,5,18,40,40,0,15,187,12,18,0,135,105,136,0,0,0,3,38,4,5,37,3,46,0,6,6,89,0,21,"Darebin (C)",19,0,7,4,16,3,15,44,0,97,109,10,23,102,0,50,5,14,165,32,0,586,28,0,8,16,0,104,67,8
0,0,0,0,21,3,0,42,3,0,0,0,0,4,0,0,8,3,3,0,228,0,34,0,0,17,4,3,0,3,0,0,5,4,"22110",0,0,3,15,3,45,17,0,30,10,0,0,0,6,4,0,12,0,0,12,5,0,0,6,0,0,33,7,24,0,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,54,0,0,3,0,16,0,0,25,0,0,0,58,0,0,0,4,0,4,3,0,0,0,0,0,0,0,8,4,3,0,56,0,0,0,0,51,6,0,19,0,0,4,0,11,17,27,0,9,0,0,0,0,0,122,0,9,0,0,0,49,0,0,8,0,44,0,3,5,6,4,0,4,11,14,0,0,0,0,0,0,3,3,8,3,0,0,0,27,0,3,"East Gippsland (S)",0,0,0,0,3,0,4,0,0,131,0,0,4,3,3,0,0,0,3,0,0,137,46,0,0,4,0,18,0,0
0,0,0,4,53,3,0,315,5,0,3,38,14,16,0,5,26,23,16,9,1596,18,73,15,0,31,104,17,0,41,11,11,25,31,"22170",0,0,4,65,3,291,107,21,160,304,7,3,0,0,22,3,58,4,0,75,23,19,12,101,0,0,102,66,199,10,34,4,3,0,3,34,0,27,15,7,0,3,0,0,0,551,0,13,9,19,20,0,6,110,0,28,3,263,0,3,12,15,4,17,14,18,7,5,6,9,25,0,137,42,0,0,453,0,0,0,3,201,45,7,125,3,0,49,0,182,45,115,4,46,0,12,3,0,0,674,0,84,0,11,6,87,4,0,52,60,117,0,3,95,24,16,5,177,149,174,0,18,0,0,16,0,9,14,67,59,0,7,0,169,0,41,"Frankston (C)",10,0,14,0,6,0,10,10,0,370,6,6,51,30,11,48,16,3,49,30,0,724,130,7,10,20,27,22,69,5
0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,3,0,0,3,38,0,3,0,0,4,0,0,0,0,0,0,4,3,"22250",0,0,0,3,0,11,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,3,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,11,0,0,0,0,0,10,0,0,3,0,3,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,"Gannawarra (S)",0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0
0,0,0,10,8,0,0,66,0,0,6,0,8,4,0,3,8,0,0,0,349,3,28,3,0,8,6,33,0,120,3,22,18,3,"22830",0,3,0,15,0,105,9,0,15,68,3,0,3,0,4,0,7,8,7,16,5,0,8,43,0,0,10,11,63,12,17,3,0,0,3,3,0,0,6,3,0,0,3,0,0,110,0,0,0,0,0,0,20,51,0,4,0,47,0,0,3,7,3,11,3,0,3,0,0,39,35,0,29,8,0,0,53,0,0,5,0,49,3,0,19,17,0,3,0,34,164,7,0,26,0,0,0,0,0,57,0,0,0,0,0,38,22,0,6,16,28,0,30,30,0,5,0,5,20,16,0,0,0,0,35,0,3,10,8,20,0,0,0,51,0,3,"Greater Shepparton (C)",0,0,0,0,7,0,8,3,0,101,7,3,3,7,0,3,0,3,91,5,0,269,23,0,0,0,8,131,0,0
0,0,0,0,0,0,0,28,0,0,0,0,0,3,0,0,18,0,0,0,122,0,13,0,0,0,0,0,0,3,4,0,0,3,"22910",0,0,0,6,0,10,7,0,9,4,0,0,0,0,0,0,7,0,0,6,0,0,0,3,0,0,16,15,10,9,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,28,0,0,0,0,3,0,0,6,0,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,19,0,0,3,0,37,3,0,7,0,0,0,0,3,3,5,0,0,0,4,0,0,0,33,0,3,0,0,0,18,0,0,0,0,22,0,0,0,4,0,0,3,3,8,0,0,0,0,0,3,0,3,4,0,0,0,0,3,0,4,"Hepburn (S)",0,0,0,0,0,0,0,0,0,55,0,0,3,0,0,0,0,0,0,0,0,28,15,0,0,0,3,0,0,0
