amenity,name,id,lon,lat
community_centre,Black Springs Community Hall,3287366425,149.7426051,-33.847915
community_centre,Yerrinbool Community Hall,3355661431,150.5426076,-34.3702359
community_centre,Community Resource Centre,3377770718,128.7395317,-15.7745968
community_centre,Gallipoli Legion Club,3379250836,151.7480771,-32.918915
community_centre,Kerrie Neighbourhood House,3382224793,145.1773686,-37.8765821
community_centre,Mi Place,3436561048,145.352216,-37.909101
community_centre,Country Women'S Association,3448053077,150.4910714,-23.3674614
community_centre,Country Women'S Association,3477881958,150.2805995,-23.2491843
community_centre,Marburg Community Center,3482979166,152.5961647,-27.5660369
community_centre,St Brendan'S Church Hall,3512393728,144.9327717,-37.7839102
community_centre,Cameron Park Community Center,3518368445,151.6110563,-32.9097967
community_centre,Port Macdonnell Community Hall,3536164790,140.6998873,-38.0531166
community_centre,Country Women'S Association,3546566455,148.1617248,-23.5250927
community_centre,Wyreena Community Arts Centre,3636389777,145.2923465,-37.7962828
community_centre,Mount Stuart Memorial Hall,3655146038,147.3044767,-42.8722512
community_centre,Newbury Child And Community Centre,3677308087,144.9088607,-37.5711185
community_centre,Bexhill Hall,3678410421,153.3449921,-28.7660896
community_centre,Eltham Masonic Hall,3679714507,153.3951549,-28.7564063
community_centre,Kentwell Community Center,3700452049,153.563742,-28.8592503
community_centre,Heritage And Visitor Information Centre,3751140625,151.0050069,-33.810337
community_centre,Condamine Valley Cwa Tearooms,3792357442,152.0342573,-28.2165794
community_centre,Boomi First World War Memorial Hall,3809351839,149.5798328,-28.7236906
community_centre,Bittern Hall,3815024896,145.1775581,-38.3360323
community_centre,Boroondara Youth Hub,3837155757,145.0357549,-37.8232248
community_centre,Gundillion Hall,3840633212,149.6364683,-35.7614399
community_centre,Cypress Community Hall,3866651552,130.9142546,-12.4058182
community_centre,Murrah Hall,3877570758,150.0278446,-36.5324116
community_centre,Visible Ink Valley,3922479880,153.0348905,-27.4545473
community_centre,Moorleah Community Hall,3925372449,145.6162411,-40.9810842
community_centre,Kaloma Scout Lodge,3926560083,145.7151721,-41.0318968
community_centre,Wynyard Axemen'S Club,3928504199,145.728141,-40.9853093
community_centre,Senior Citizens Club,3929819792,145.7286567,-40.9908614
community_centre,Somerset Scouts Group,3959388661,145.8302092,-41.0445959
community_centre,Derwent Valley Tpu,3965273476,147.0615117,-42.7814652
community_centre,Mount Franklin-St. George Lodge,4009188096,144.1423826,-37.3407045
community_centre,Kensington Rsl,4013582438,138.6515016,-34.9206075
community_centre,The Fair Community Centre,4017361891,149.1676515,-35.2255012
community_centre,Bellfield Community Centre,4064596502,145.0382974,-37.7560806
community_centre,Preolenna Community Centre,4068116454,145.5557071,-41.084511
community_centre,1St Colac Scout Hall,4069574896,143.5942084,-38.3381175
community_centre,Latrobe Memorial Hall,4081147182,146.4151521,-41.2363759
community_centre,Solander Community Room,4156825447,151.2030087,-33.896125
community_centre,Upper Hunter Community Services Inc,4198123043,150.8886382,-32.2659359
community_centre,Mt Kuring Gai Community Centre,4234664494,151.1368696,-33.6566267
community_centre,Frankston Men'S Shed,4234704965,145.1321185,-38.1536929
community_centre,St Mary'S Church Hall,4236929453,152.8928546,-26.6884436
community_centre,Newman Youth Centre,4248019113,119.7302581,-23.3560144
community_centre,Armenian General Benevolent Union,4249344049,151.2166942,-33.8314758
community_centre,Springbrook Community Hall,4251891383,153.2688838,-28.1949923
community_centre,Sandringham District Masonic Hall,4256764221,145.00344,-37.9484437
community_centre,Whitfords Seniors Centre,4269567800,115.7533317,-31.7971059
community_centre,Impact Make Your Mark,4282247689,152.3759091,-24.8553649
community_centre,Oxley Senior Citizens Club,4303792202,152.9754708,-27.5551713
community_centre,Wodonga Australian-Croatian Club Inc.,4308136769,146.8957041,-36.1116837
community_centre,Blackflat Community Centre,4308263756,145.164569,-37.8885666
community_centre,The Channon Hall,4338341391,153.2790228,-28.6731577
community_centre,Nike Training Club,4352141891,144.9843321,-37.7973845
community_centre,Meals On Wheels,4367373091,150.5323594,-23.3488288
community_centre,Royal Park Hall,4388490355,115.8532574,-31.9366987
community_centre,Highett Neighbourhood Community House,4388633213,145.0379068,-37.9475706
community_centre,The Box Factory,4391378566,138.608335,-34.931293
community_centre,Anglican Church Hall,4403594659,147.8383467,-31.6999796
community_centre,Cwa Rooms,4403594673,147.8349108,-31.7004863
community_centre,Warren Sporting And Cultural Centre,4403594679,147.8362331,-31.6952397
community_centre,Belgrade Avenue Community Centre,4529306529,146.9039959,-36.1283766
community_centre,Narana Aboriginal Cultural Centre,4544132493,144.338687,-38.2183194
community_centre,Timezone,4544636989,150.924663,-33.9184814
community_centre,Club Liverpool,4546297606,150.9239289,-33.9222438
community_centre,Walkamin Community And Sports Club,4546396021,145.427838,-17.1292733
community_centre,Al Ihsan Foundation,4547813502,150.9999891,-33.8828676
community_centre,Turnstyle Community Hub,4554565380,153.022159,-27.4874264
community_centre,Cromer Community Centre,4569930380,151.2824679,-33.7423371
community_centre,Pennant Hills Learning & Leisure Centre (50+),4578760646,151.0720092,-33.7364082
community_centre,Hawks Nest Community Center,4586442584,152.1779079,-32.6724734
community_centre,Byron Youth Activity Centre,4627526424,153.6170324,-28.6441029
community_centre,Byron Bay Community Centre,4631176657,153.6126788,-28.6444484
community_centre,Springthorpe Country Club,4634254231,145.061967,-37.7215825
community_centre,Hornsby Wellness Centre,4638802590,151.0971131,-33.702301
community_centre,The Galston Club,4671706390,151.0462683,-33.6506037
community_centre,Shara Community Garden,4700083988,153.5417046,-28.4953198
community_centre,Collins Creek Hall,4700480948,153.0240009,-28.4863244
community_centre,Victorian Elderly Chinese Welfare Society,4709376811,144.9553273,-37.8059797
community_centre,Hotshots Footscray,4723387489,144.8982372,-37.8037067
community_centre,Lithuanian Club,4740799232,144.9496058,-37.8040691
community_centre,The Centre,4740799237,144.9496629,-37.8037676
community_centre,Rsl,4748850360,146.8640948,-19.1481124
community_centre,Torbanlea Community Hall,4769658492,152.5966463,-25.3463401
community_centre,Alan Roberts International Medical Graduates Support & Advisory Services Pty ( Arimgsas ),4774537628,144.9732897,-37.8351357
community_centre,Dickfosdunn Charted Accounting,4812961122,153.4124939,-27.9710902
community_centre,Pomengade Dance School,4837526222,153.029786,-27.398683
community_centre,Seamans Club,4842544321,115.6366261,-33.3197536
community_centre,Go Bowling Cairns,4844714433,145.7404969,-16.9146394
