f_tot_0_4_yrs, p_chile_5_14_yrs, p_china_55_64_yrs, p_egypt_75_84_yrs, f_zimbabwe_55_64_yrs, p_england_tot, p_cambodia_0_4_yrs, p_afghanistan_75_84_yrs, p_france_tot, p_afghanistan_0_4_yrs, p_australia_45_54_yrs, f_wales_85_yrs_ov, p_china_65_74_yrs, f_wales_25_44_yrs, p_afghanistan_tot, p_fiji_tot, p_fiji_75_84_yrs, p_australia_25_44_yrs, f_vietnam_0_4_yrs, p_australia_15_24_yrs, p_australia_55_64_yrs, f_vietnam_65_74_yrs, p_cambodia_25_44_yrs, f_wales_15_24_yrs, p_germany_25_44_yrs, f_zimbabwe_75_84_yrs, p_france_15_24_yrs, p_afghanistan_45_54_yrs, p_france_0_4_yrs, f_cob_ns_tot, f_cob_ns_65_74_yrs, f_wales_5_14_yrs, p_afghanistan_5_14_yrs, p_canada_45_54_yrs, f_elsewhere_15_24_yrs, p_germany_65_74_yrs, f_zimbabwe_0_4_yrs, lga_code_2016, f_tot_75_84_yrs, p_egypt_45_54_yrs, p_bosnia_herzegov_15_24_yrs, p_england_75_84_yrs, f_vietnam_45_54_yrs, p_china_75_84_yrs, f_tot_55_64_yrs, p_croatia_25_44_yrs, f_cob_ns_45_54_yrs, p_france_45_54_yrs, p_croatia_5_14_yrs, f_cob_ns_85_yrs_ov, p_bosnia_herzegov_85_yrs_ov, p_bangladesh_5_14_yrs, p_bangladesh_0_4_yrs, f_elsewhere_75_84_yrs, p_cambodia_tot, p_bosnia_herzegov_45_54_yrs, p_afghanistan_85_yrs_ov, f_cob_ns_75_84_yrs, p_bosnia_herzegov_55_64_yrs, p_australia_85_yrs_ov, p_australia_5_14_yrs, p_china_tot, p_china_0_4_yrs, p_bangladesh_tot, p_canada_25_44_yrs, f_elsewhere_tot, p_bangladesh_75_84_yrs, f_vietnam_5_14_yrs, p_france_25_44_yrs, p_germany_5_14_yrs, p_egypt_tot, f_tot_5_14_yrs, f_wales_65_74_yrs, p_cambodia_65_74_yrs, p_bosnia_herzegov_tot, p_cambodia_55_64_yrs, p_cambodia_15_24_yrs, p_egypt_25_44_yrs, p_china_5_14_yrs, f_vietnam_15_24_yrs, p_egypt_65_74_yrs, p_egypt_15_24_yrs, p_bangladesh_55_64_yrs, p_england_25_44_yrs, p_afghanistan_25_44_yrs, p_france_85_yrs_ov, p_bangladesh_15_24_yrs, f_tot_15_24_yrs, p_australia_65_74_yrs, p_fiji_5_14_yrs, p_canada_tot, p_fiji_45_54_yrs, p_fiji_25_44_yrs, f_vietnam_tot, p_chile_55_64_yrs, p_bosnia_herzegov_75_84_yrs, p_croatia_0_4_yrs, f_elsewhere_55_64_yrs, p_germany_tot, p_bangladesh_45_54_yrs, f_zimbabwe_5_14_yrs, f_cob_ns_25_44_yrs, p_egypt_5_14_yrs, p_australia_tot, p_france_55_64_yrs, p_bosnia_herzegov_5_14_yrs, f_tot_45_54_yrs, p_cambodia_85_yrs_ov, p_bosnia_herzegov_65_74_yrs, p_croatia_85_yrs_ov, f_zimbabwe_45_54_yrs, p_canada_0_4_yrs, p_england_5_14_yrs, p_fiji_55_64_yrs, p_croatia_55_64_yrs, p_chile_65_74_yrs, p_australia_75_84_yrs, p_canada_75_84_yrs, f_vietnam_25_44_yrs, p_egypt_85_yrs_ov, p_canada_65_74_yrs, f_cob_ns_15_24_yrs, p_china_25_44_yrs, p_germany_85_yrs_ov, f_tot_tot, f_tot_85_yrs_ov, p_chile_0_4_yrs, p_bangladesh_65_74_yrs, f_vietnam_55_64_yrs, f_vietnam_75_84_yrs, p_chile_85_yrs_ov, p_england_0_4_yrs, p_chile_tot, p_croatia_65_74_yrs, p_england_85_yrs_ov, p_chile_75_84_yrs, p_france_5_14_yrs, f_wales_0_4_yrs, p_fiji_85_yrs_ov, f_zimbabwe_25_44_yrs, p_croatia_45_54_yrs, f_zimbabwe_15_24_yrs, p_england_65_74_yrs, p_germany_0_4_yrs, p_cambodia_5_14_yrs, p_croatia_75_84_yrs, p_canada_5_14_yrs, p_england_15_24_yrs, p_bangladesh_85_yrs_ov, p_england_45_54_yrs, p_england_55_64_yrs, f_vietnam_85_yrs_ov, p_china_45_54_yrs, p_chile_15_24_yrs, f_zimbabwe_85_yrs_ov, p_egypt_0_4_yrs, f_elsewhere_0_4_yrs, p_croatia_15_24_yrs, p_afghanistan_55_64_yrs, p_fiji_65_74_yrs, p_afghanistan_15_24_yrs, f_cob_ns_0_4_yrs, p_bosnia_herzegov_0_4_yrs, p_afghanistan_65_74_yrs, f_wales_45_54_yrs, f_cob_ns_5_14_yrs, p_fiji_15_24_yrs, p_china_15_24_yrs, f_wales_75_84_yrs, f_elsewhere_25_44_yrs, f_zimbabwe_65_74_yrs, p_chile_25_44_yrs, lga_name_2016, p_france_65_74_yrs, p_egypt_55_64_yrs, f_zimbabwe_tot, p_canada_15_24_yrs, p_croatia_tot, f_elsewhere_85_yrs_ov, f_elsewhere_65_74_yrs, p_bosnia_herzegov_25_44_yrs, f_elsewhere_45_54_yrs, f_wales_55_64_yrs, p_germany_45_54_yrs, p_fiji_0_4_yrs, p_france_75_84_yrs, p_canada_55_64_yrs, p_bangladesh_25_44_yrs, p_germany_55_64_yrs, f_wales_tot, f_cob_ns_55_64_yrs, p_cambodia_45_54_yrs, p_germany_15_24_yrs, p_chile_45_54_yrs, p_cambodia_75_84_yrs, f_tot_65_74_yrs, f_elsewhere_5_14_yrs, p_canada_85_yrs_ov, p_china_85_yrs_ov, p_australia_0_4_yrs, f_tot_25_44_yrs, p_germany_75_84_yrs
196,0,0,0,0,256,0,0,12,0,1022,0,0,0,0,7,0,1218,0,723,1343,0,0,0,6,0,0,0,0,442,60,0,0,3,0,19,0,"14550",301,0,0,26,0,0,817,0,88,3,0,16,0,0,0,0,0,0,0,40,0,193,955,7,0,3,3,37,0,0,3,0,3,529,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,385,874,0,19,0,0,0,0,0,0,9,55,0,0,76,0,7144,0,0,690,0,0,0,0,0,0,3,0,0,444,0,0,0,3,26,0,0,4411,151,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,89,0,0,0,0,0,0,46,64,0,4,0,0,0,0,0,0,0,0,13,0,0,0,42,4,4,0,9,0,0,"Kyogle (A)",3,0,8,0,0,0,8,0,10,0,9,0,0,5,3,21,0,79,0,0,0,0,572,3,0,0,357,761,7
231,0,0,0,0,42,0,0,0,0,572,0,0,0,0,0,0,1120,0,578,683,0,0,0,0,0,0,0,0,388,46,0,0,0,0,3,0,"14600",219,0,0,3,0,0,376,0,60,0,0,12,0,0,0,0,0,0,0,28,0,143,758,11,0,0,3,12,0,0,0,0,7,418,0,0,0,0,0,4,0,0,3,0,0,11,0,0,0,344,514,0,3,0,0,0,0,0,0,0,9,0,0,98,0,5163,0,0,363,0,0,0,0,0,0,0,0,0,361,0,0,0,0,32,4,0,3099,110,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,28,0,0,0,41,0,0,0,5,0,0,"Lachlan (A)",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,313,0,0,0,434,723,3
5724,0,80,11,13,5155,0,0,81,0,21639,9,48,17,3,150,6,38899,3,21287,21547,0,28,8,67,0,4,0,0,4895,763,3,0,63,53,443,0,"14650",6942,8,0,796,13,19,13502,17,621,16,4,376,0,8,0,104,59,13,0,556,9,4185,22744,522,7,65,89,1029,0,0,24,12,69,11820,28,4,45,6,3,12,17,12,19,0,0,649,0,3,3,11145,17058,3,264,40,40,84,16,9,0,133,883,11,3,974,0,168252,12,0,13378,0,9,4,5,4,212,28,24,24,9517,11,50,0,28,389,198,76,101077,3568,0,3,4,0,0,27,93,25,314,8,3,0,3,33,21,3,1165,0,0,38,16,148,0,877,962,0,81,0,0,0,6,0,0,16,0,192,0,0,23,324,3,55,10,274,3,26,"Lake Macquarie (C)",10,14,66,16,128,78,175,9,159,22,60,0,4,39,39,94,110,708,10,12,20,0,11657,53,0,8,11375,23340,124
1199,8,189,15,3,1737,0,3,95,0,2505,3,88,4,11,71,4,5579,0,2954,1947,0,3,0,69,0,12,0,0,839,70,0,0,24,36,35,0,"14700",822,12,0,123,12,73,1941,7,87,14,0,28,0,4,0,49,12,4,0,50,0,457,3493,1476,18,83,64,833,0,0,44,3,86,2038,4,0,11,0,0,6,30,5,25,0,9,544,7,3,7,1778,1433,0,136,12,30,73,5,3,0,82,196,17,3,335,3,21270,9,0,2422,0,0,6,9,3,150,13,14,13,765,3,44,15,4,69,674,12,18313,512,0,0,9,0,0,28,59,20,58,7,3,0,0,8,16,3,205,0,0,9,9,81,0,331,211,0,241,7,0,0,12,0,0,6,0,36,0,3,5,55,5,134,0,407,0,18,"Lane Cove (A)",3,11,28,11,70,29,73,7,108,5,28,0,0,23,49,15,20,106,5,10,3,0,1403,35,0,30,2138,6204,14
363,0,4,0,0,92,0,0,0,0,1195,0,0,0,33,18,0,1920,0,1345,1124,0,0,0,3,0,0,5,0,601,80,0,0,0,4,3,0,"14750",368,0,0,19,0,0,692,0,77,0,0,26,0,0,0,0,0,0,0,56,0,168,1429,19,0,3,3,21,0,0,0,0,3,788,0,0,0,0,0,0,0,0,0,0,0,11,23,0,0,774,784,0,10,4,3,3,0,0,0,5,16,0,0,116,0,9091,0,0,725,0,0,0,0,0,0,0,3,0,489,0,0,0,0,60,3,0,5633,157,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,24,0,0,0,0,3,0,18,17,0,7,0,0,0,4,0,3,0,3,31,0,0,0,65,4,3,0,6,0,0,"Leeton (A)",0,0,0,0,8,0,0,0,3,0,3,0,0,0,0,0,0,86,0,0,0,0,541,6,0,0,632,1216,3
1112,0,5,0,4,1052,0,0,55,0,4847,0,0,0,0,29,0,7790,0,4537,5176,0,0,0,38,0,4,0,0,1912,193,0,0,18,25,64,0,"14850",1262,0,0,99,6,4,3365,3,287,15,0,101,0,0,0,7,3,0,0,135,0,841,5016,64,5,11,23,231,0,0,12,3,16,2626,3,0,0,0,0,3,0,5,3,0,0,143,0,0,0,2606,3321,0,85,9,3,31,3,0,0,43,220,0,0,439,0,35360,10,0,3180,0,0,0,0,0,17,3,0,0,1739,3,13,0,17,229,26,4,22160,750,0,0,4,0,0,0,9,3,51,0,0,0,0,4,0,0,233,3,0,0,7,32,0,215,266,0,9,0,0,0,7,0,0,8,0,76,0,0,0,146,3,12,3,67,3,3,"Lismore (C)",11,3,12,6,7,10,38,0,33,4,35,0,0,11,6,59,15,311,0,3,0,0,2216,9,0,0,2093,5044,9
581,0,17,0,0,542,0,0,15,0,2205,0,6,0,4,26,0,3715,0,2020,2326,0,8,0,5,0,0,0,0,1198,180,0,0,3,4,40,0,"14870",734,0,0,85,0,0,1547,0,165,0,0,47,0,0,0,13,5,3,0,91,0,384,2155,53,0,7,4,68,0,0,3,0,4,1176,0,0,3,0,0,0,3,7,3,0,0,46,3,3,0,1056,1925,0,13,5,11,15,0,0,0,15,78,0,0,249,0,16782,3,0,1418,0,0,0,0,0,0,5,3,7,989,0,12,0,0,104,17,3,10401,328,0,0,0,0,0,3,14,6,34,0,0,0,0,0,0,0,157,0,0,3,0,3,0,94,121,0,6,0,0,0,0,0,0,7,0,48,0,0,5,121,0,0,0,7,0,3,"Lithgow (C)",0,0,0,0,15,0,8,0,14,0,3,0,3,7,5,11,13,188,0,0,0,0,1322,0,0,0,1068,2239,12
7560,9,467,74,3,1932,0,3,107,0,9017,3,228,4,255,6541,175,24926,14,20672,5632,169,687,0,73,0,8,27,0,7714,615,0,0,29,509,171,0,"14900",3532,271,98,215,818,110,10464,470,1005,17,0,174,5,30,10,340,1652,326,0,381,267,719,25185,2589,19,702,41,6633,3,53,26,12,1413,15031,3,122,1451,322,102,423,45,205,144,97,67,298,138,3,42,14366,3416,143,129,1433,2720,3598,278,75,0,1123,518,98,25,2277,107,105550,21,6,13534,15,132,40,34,3,91,1170,356,216,1978,3,1596,34,10,936,962,43,102975,1459,3,17,641,87,13,9,1276,274,74,57,4,0,32,101,324,58,372,0,14,207,10,66,0,397,406,28,570,33,0,13,49,89,24,420,49,519,0,10,0,965,445,147,0,2106,4,336,"Liverpool (C)",8,256,220,22,1769,128,690,540,1361,5,55,11,10,8,430,45,24,849,352,55,340,37,6431,319,0,40,14004,30596,74
199,0,0,0,0,122,0,0,0,0,824,0,0,0,0,0,0,1350,0,684,960,0,0,0,0,0,0,0,0,439,57,0,0,0,0,0,0,"14920",279,0,0,22,0,0,584,0,65,0,0,15,0,0,0,0,0,0,0,33,0,167,886,7,0,0,0,12,0,0,0,0,0,478,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,368,783,0,6,0,0,0,0,0,0,6,11,0,0,83,0,6505,0,0,507,0,0,0,0,0,0,0,0,0,434,0,0,0,0,37,0,0,3815,108,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,34,0,0,0,0,3,0,21,28,0,3,0,0,0,0,0,0,0,0,16,0,0,0,47,0,0,0,3,0,0,"Liverpool Plains (A)",0,0,0,0,4,0,0,0,3,0,0,0,0,3,0,3,0,80,0,0,0,0,481,0,0,0,421,812,4
109,0,0,0,0,47,0,0,0,0,337,0,0,0,0,0,0,490,0,264,410,0,0,0,0,0,0,0,0,180,23,0,0,0,0,0,0,"14950",114,0,0,11,0,0,230,0,35,0,0,8,0,0,0,0,0,0,0,18,0,73,408,6,0,0,0,4,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,139,306,0,0,0,0,0,0,0,0,0,3,0,0,21,0,2643,0,0,210,0,0,0,0,0,0,0,0,0,161,0,0,0,0,13,5,0,1579,55,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,7,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,27,0,0,0,0,0,0,"Lockhart (A)",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,23,0,0,0,0,184,0,0,0,194,295,0
2792,4,31,0,3,1412,0,0,20,0,8289,0,12,4,6,77,3,17813,0,8999,7372,0,0,0,22,0,0,0,0,2118,257,0,0,16,15,144,0,"15050",1814,4,0,153,6,8,4534,0,288,9,0,108,0,0,0,6,3,0,0,180,3,966,10376,162,3,39,34,278,0,0,6,0,30,5395,8,0,9,0,0,11,3,4,10,3,3,232,0,0,0,4868,5155,7,83,18,34,31,7,3,0,47,270,0,3,510,3,66989,0,0,5240,0,0,0,5,3,62,3,7,0,2532,4,9,3,8,192,57,19,39571,848,0,0,3,0,3,7,25,6,49,0,0,0,0,30,8,13,323,0,0,3,8,53,0,265,274,0,35,0,0,0,0,0,0,5,6,101,0,0,12,218,8,9,5,97,0,7,"Maitland (C)",5,4,58,3,22,7,43,0,52,9,23,0,0,8,28,38,31,266,0,3,4,0,3427,9,0,3,5490,10649,20
1954,0,26,14,8,3108,0,0,50,0,9252,3,13,0,3,41,3,12698,0,7486,11692,0,4,0,20,0,0,0,0,3879,715,0,0,23,9,150,0,"15240",4319,5,0,590,4,8,7541,0,509,4,0,306,0,0,0,47,10,0,0,482,0,2482,9128,122,0,18,26,351,0,0,5,4,68,4806,11,3,8,4,0,11,3,0,20,0,4,180,0,3,0,4081,11480,0,94,5,7,19,3,0,0,65,377,0,0,583,0,74289,17,0,5891,0,0,0,3,0,21,11,15,15,6205,3,14,0,10,283,43,22,46215,2049,0,0,4,0,0,7,34,22,202,7,0,0,0,3,4,5,1097,0,0,14,3,42,0,385,584,0,25,0,0,0,0,0,0,9,0,93,0,0,4,258,0,3,4,54,6,5,"Mid-Coast (A)",8,10,28,13,56,23,88,0,49,4,38,0,7,23,14,47,30,643,0,3,4,0,7713,13,0,4,3871,7865,85
821,0,6,0,3,562,0,0,8,0,2684,0,3,0,0,18,0,4477,0,2136,2407,0,0,0,3,0,0,0,0,1368,192,0,0,3,0,33,0,"15270",757,0,0,105,3,0,1563,0,189,0,0,28,0,0,0,15,3,0,0,108,0,357,2893,36,0,7,10,84,0,0,5,0,5,1531,0,0,4,0,0,3,0,0,0,0,0,56,0,0,0,1146,2039,0,21,3,5,13,4,0,0,12,77,0,0,302,0,19525,0,0,1692,0,0,0,0,0,12,0,0,3,996,0,9,0,0,128,11,10,11975,305,0,0,0,0,0,0,8,0,27,0,0,0,0,3,0,0,151,0,0,4,0,11,0,95,116,0,7,0,0,0,0,0,0,0,0,72,0,0,0,138,3,0,0,14,0,0,"Mid-Western Regional (A)",0,0,8,0,14,3,12,0,15,0,8,0,0,0,7,13,8,214,0,0,0,0,1385,7,0,0,1536,2775,5
519,0,0,0,0,80,0,0,0,0,1477,0,0,0,0,45,0,2570,0,1293,1261,0,4,0,8,0,0,0,0,891,97,0,0,4,3,0,0,"15300",313,0,0,6,0,0,769,0,122,0,0,20,0,0,0,3,3,0,0,56,0,137,1591,7,0,0,4,41,0,0,0,0,0,903,0,0,3,0,0,0,4,0,0,0,0,18,0,0,0,731,940,6,7,11,20,3,0,0,0,8,11,0,0,240,0,10675,0,0,879,0,0,0,0,0,0,8,3,0,493,0,3,0,0,89,3,0,6520,113,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,18,0,0,3,0,3,0,17,20,0,0,0,0,0,0,0,0,3,0,62,0,0,0,85,3,0,0,13,0,0,"Moree Plains (A)",0,0,3,0,6,0,6,0,4,0,0,0,0,3,0,0,0,118,0,0,0,0,586,3,0,0,909,1709,0
732,0,73,10,5,2428,0,0,169,0,2175,0,36,8,0,31,0,3695,0,2083,1895,3,3,0,66,0,19,0,3,1053,99,0,0,36,30,48,0,"15350",870,0,0,133,9,29,1791,12,156,23,4,62,0,0,0,22,7,0,0,76,4,577,2518,520,10,19,50,690,0,3,80,9,46,1700,6,0,11,0,0,3,25,3,21,0,0,617,0,6,0,1437,1817,0,142,8,6,40,6,0,0,64,219,0,0,300,0,16952,10,0,2371,0,0,6,3,0,313,3,12,7,937,4,20,9,12,89,213,8,15290,578,0,0,4,0,0,36,31,7,67,0,14,0,0,4,9,0,276,3,5,6,13,147,0,525,315,0,95,0,0,0,17,0,0,6,0,40,0,0,15,88,0,41,0,332,3,11,"Mosman (A)",6,9,18,6,62,31,61,7,98,3,34,0,3,25,19,15,34,131,0,15,5,0,1713,38,0,7,1242,4091,21
306,0,0,0,0,231,0,0,0,0,1272,0,0,0,0,14,0,1857,0,933,1492,0,0,0,0,0,0,0,0,544,88,0,0,3,0,18,0,"15520",505,0,0,65,0,0,885,0,73,0,0,23,0,0,0,0,0,0,0,66,0,278,1236,12,0,3,0,21,0,0,0,0,0,684,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,516,1378,0,3,3,3,0,0,0,0,5,32,0,0,88,0,9785,0,0,780,0,0,0,0,0,0,4,0,0,748,0,0,0,0,33,3,3,5881,204,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,82,0,0,0,0,3,0,21,38,0,0,0,0,0,0,0,0,0,0,18,0,0,0,42,0,0,4,6,0,0,"Murray River (A)",0,0,0,0,3,0,3,0,7,0,0,0,0,0,3,10,4,107,0,0,0,0,853,0,0,0,588,1144,6
96,0,0,0,0,39,0,0,0,0,420,0,0,0,0,0,0,688,0,369,431,0,0,0,0,0,0,0,0,240,30,0,0,0,0,3,0,"15560",111,0,0,10,0,0,244,0,36,0,0,3,0,0,0,0,0,0,0,11,0,60,475,3,0,3,0,12,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,180,286,0,0,0,0,0,0,0,0,0,3,0,0,61,0,3107,0,0,269,0,0,0,0,0,0,0,0,0,177,0,0,0,0,17,0,0,1812,41,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,8,7,0,3,0,0,0,0,0,0,0,0,9,0,0,0,42,0,0,0,3,0,0,"Murrumbidgee (A)",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,180,0,0,0,196,433,0
588,0,3,0,0,219,0,0,9,0,1847,0,0,0,0,11,0,3578,0,1757,1428,0,0,0,3,0,0,0,0,598,65,0,0,0,6,7,0,"15650",332,0,0,24,0,0,854,0,100,0,0,12,0,0,0,3,0,0,0,41,0,169,2154,47,0,11,6,56,0,0,3,0,0,1150,3,0,0,0,0,0,0,0,0,0,0,39,0,0,0,971,1011,0,15,0,12,3,0,0,0,3,15,0,0,143,0,13589,3,0,1098,0,0,0,3,0,3,3,4,0,492,0,0,0,0,58,25,0,7837,137,0,0,0,0,0,0,3,0,5,0,0,0,0,9,0,3,45,0,0,3,0,9,0,48,55,0,11,0,0,0,0,0,0,0,0,34,0,0,0,68,0,3,0,24,0,0,"Muswellbrook (A)",0,0,15,3,3,0,3,0,13,0,3,0,0,0,6,3,6,78,0,0,0,0,622,7,0,0,1153,2083,0
444,0,6,0,0,670,0,0,13,0,1942,3,0,0,0,23,0,2701,0,1608,2613,0,0,0,0,0,0,0,0,920,148,0,0,0,0,37,0,"15700",803,0,0,144,0,0,1694,0,133,0,0,88,0,0,0,8,0,0,0,100,0,482,2096,18,0,0,5,72,0,0,3,0,4,1119,3,0,5,0,0,0,0,0,0,0,0,35,0,0,0,855,2229,0,27,4,5,3,0,3,0,22,78,0,0,153,0,15653,6,0,1269,0,0,0,0,0,9,4,0,0,1126,0,0,0,3,66,4,4,9794,418,0,0,0,0,0,0,5,4,45,0,0,0,3,0,0,0,219,0,0,0,4,9,0,86,132,0,8,0,0,0,4,0,0,0,0,24,0,0,0,64,0,3,4,18,0,3,"Nambucca (A)",3,0,0,0,5,0,15,0,9,3,8,0,3,9,0,19,12,141,0,0,3,0,1503,0,0,0,858,1687,11
493,0,0,0,0,95,0,0,0,0,1429,0,0,0,0,3,0,2504,0,1240,1446,0,0,0,5,0,0,0,0,829,76,0,0,0,0,8,0,"15750",400,0,0,8,0,0,838,0,113,0,0,61,0,0,0,0,4,0,0,72,0,168,1674,18,0,7,3,19,0,0,0,0,0,930,4,0,0,0,0,0,0,0,0,0,3,12,0,0,0,675,1047,0,8,0,0,0,0,0,0,8,27,0,0,194,0,10905,0,0,859,0,0,0,0,0,3,0,0,0,577,0,0,0,0,78,7,0,6559,166,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,31,0,0,0,0,0,0,18,22,0,3,0,0,0,0,0,0,0,0,60,0,0,0,88,0,7,0,4,0,0,"Narrabri (A)",0,0,7,0,0,0,3,0,0,0,3,0,0,0,0,3,5,95,0,0,0,0,630,0,0,0,826,1561,0
178,0,3,0,0,64,0,0,8,0,598,0,3,0,4,0,0,973,0,537,681,0,0,0,0,0,3,0,0,356,48,0,0,0,0,5,0,"15800",202,0,0,7,0,0,413,0,40,0,0,20,0,0,0,0,0,0,0,23,0,166,692,9,0,0,3,13,0,0,3,0,0,403,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,295,560,0,6,0,0,0,0,0,0,3,17,0,0,72,0,4859,0,0,363,0,0,0,0,0,0,0,0,0,321,0,0,0,0,31,0,0,2953,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,8,0,7,22,0,0,0,0,0,0,0,0,0,0,22,0,0,0,41,0,0,0,3,0,0,"Narrandera (A)",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,61,0,0,0,0,342,0,0,0,336,610,0
225,0,0,0,0,62,0,0,0,0,656,0,0,0,0,0,0,1136,0,625,702,0,0,0,0,0,0,0,0,360,50,0,0,0,0,4,0,"15850",216,0,0,11,0,0,448,0,50,0,0,19,0,0,0,0,0,0,0,33,0,143,861,3,0,4,3,7,0,0,0,0,0,435,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,331,610,0,3,0,0,0,0,0,0,0,13,0,0,65,0,5484,0,0,410,0,0,0,0,0,0,0,0,0,336,0,0,0,0,34,0,3,3226,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,4,16,0,3,0,0,0,0,0,0,0,0,10,0,0,0,27,0,0,0,0,0,0,"Narromine (A)",0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,3,0,82,0,3,0,0,365,0,0,0,415,692,0
4308,0,76,9,6,3222,4,0,117,33,15871,6,46,15,256,139,8,34507,7,18975,14564,5,18,6,89,0,10,12,0,3617,401,0,42,60,166,269,0,"15900",4342,7,3,268,25,17,9257,14,431,18,0,246,0,7,4,76,49,22,0,354,36,3092,15439,1718,18,160,143,1357,0,17,57,14,84,8301,12,0,146,3,9,25,31,30,18,5,10,738,108,4,16,11189,9811,4,322,38,56,217,8,16,0,112,601,18,5,918,10,126387,7,0,9994,3,32,9,4,7,179,24,36,3,5588,3,109,4,17,434,738,34,78766,2771,0,0,25,0,0,25,76,36,146,0,7,0,0,31,42,32,507,0,3,39,27,192,0,586,590,0,142,8,0,0,39,6,5,5,55,124,0,0,12,225,9,633,5,529,0,38,"Newcastle (C)",4,9,86,33,177,60,119,36,152,19,59,0,5,36,109,58,73,485,7,24,11,0,6684,105,0,20,8548,21920,52
1886,0,203,14,14,4461,0,0,438,0,3917,5,154,29,3,158,9,13363,0,3477,3740,16,6,6,186,0,22,0,8,2747,254,3,0,42,106,81,0,"15950",1503,9,0,209,17,81,3907,21,317,52,0,87,0,0,0,66,13,0,0,130,3,676,3475,1961,9,54,190,1807,0,0,291,7,117,2342,8,0,30,0,0,32,83,13,28,3,5,1823,0,0,7,2775,3181,0,363,32,66,143,13,0,0,135,409,6,0,1187,0,36674,14,0,4324,0,3,5,12,3,219,27,4,3,1540,8,84,8,34,213,915,10,35744,769,0,0,12,8,0,64,81,14,68,3,15,0,0,22,17,0,546,0,0,18,19,168,0,816,556,0,306,0,0,4,17,0,0,17,3,130,0,0,9,128,3,164,3,1060,3,46,"North Sydney (A)",28,18,49,11,80,38,122,14,200,0,54,0,5,52,35,30,64,305,0,17,14,0,3195,74,0,39,3301,15039,22
7602,17,571,61,25,20084,3,0,1121,0,21533,8,241,110,78,315,21,38271,0,20963,17109,14,19,11,593,0,95,4,7,6854,751,8,0,278,316,329,0,"15990",7121,29,5,1298,53,157,14581,79,923,190,0,447,3,0,0,233,55,43,0,553,50,4373,28966,3566,13,100,499,5422,0,0,547,89,340,16593,32,3,196,9,0,36,92,33,115,3,5,5988,31,13,5,13005,13196,3,1186,50,96,260,39,5,0,484,1970,15,0,1878,0,166494,76,0,19163,0,21,42,37,13,1519,74,142,48,7717,24,128,36,64,590,1181,76,129370,4489,3,0,29,4,10,208,354,167,621,25,115,3,3,69,100,13,2472,11,6,148,70,1139,0,4283,2564,0,792,11,4,0,54,15,24,38,3,307,0,12,64,606,16,464,20,2717,17,134,"Northern Beaches (A)",55,66,162,75,691,111,418,62,851,37,365,0,23,148,77,203,287,794,14,121,59,0,11773,237,19,66,14372,35050,183
153,0,0,0,0,138,0,0,0,0,585,0,0,0,3,3,0,830,0,580,560,0,0,0,4,0,0,0,0,308,46,0,0,0,0,10,0,"16100",142,0,0,26,0,0,378,0,57,0,0,8,0,0,0,3,3,3,0,29,0,82,547,10,0,0,0,30,0,0,0,0,0,295,0,0,4,0,0,0,0,0,0,0,0,11,0,0,0,278,539,0,7,0,0,0,0,0,0,6,29,0,0,50,0,4173,0,0,365,0,0,0,0,0,0,0,0,0,178,0,0,0,3,29,3,0,2543,65,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,48,0,0,0,0,0,0,23,30,0,4,0,0,0,0,0,0,0,0,21,0,0,0,24,0,0,0,3,0,0,"Oberon (A)",0,0,0,0,4,0,11,3,3,0,3,0,0,0,0,3,0,43,0,0,0,0,380,0,0,0,263,483,3
