m_se_europe_nfd_85_yrs_ov, f_bangladesh_45_54_yrs, m_taiwan_45_54_yrs, f_bangladesh_5_14_yrs, f_bosnia_herzegov_45_54_yrs, m_usa_75_84_yrs, f_bosnia_herzegov_55_64_yrs, m_taiwan_15_24_yrs, m_vietnam_65_74_yrs, m_se_europe_nfd_75_84_yrs, m_turkey_0_4_yrs, m_taiwan_85_yrs_ov, f_afghanistan_5_14_yrs, f_canada_55_64_yrs, f_bangladesh_25_44_yrs, m_sri_lanka_tot, m_zimbabwe_tot, f_australia_65_74_yrs, m_zimbabwe_75_84_yrs, f_chile_15_24_yrs, f_bosnia_herzegov_0_4_yrs, f_canada_0_4_yrs, m_vietnam_15_24_yrs, m_usa_85_yrs_ov, m_elsewhere_85_yrs_ov, m_wales_85_yrs_ov, m_wales_45_54_yrs, m_elsewhere_15_24_yrs, m_elsewhere_25_44_yrs, m_cob_ns_45_54_yrs, lga_code_2016, m_elsewhere_0_4_yrs, f_australia_0_4_yrs, m_vietnam_25_44_yrs, f_bangladesh_0_4_yrs, m_cob_ns_5_14_yrs, f_cambodia_75_84_yrs, f_bangladesh_55_64_yrs, f_chile_75_84_yrs, f_bangladesh_tot, f_chile_55_64_yrs, m_thailand_45_54_yrs, m_tot_85_yrs_ov, m_usa_65_74_yrs, m_elsewhere_55_64_yrs, m_turkey_tot, f_canada_5_14_yrs, m_cob_ns_tot, m_sri_lanka_0_4_yrs, m_taiwan_75_84_yrs, m_turkey_65_74_yrs, m_vietnam_5_14_yrs, m_sri_lanka_5_14_yrs, m_zimbabwe_45_54_yrs, f_chile_45_54_yrs, f_bosnia_herzegov_15_24_yrs, m_usa_5_14_yrs, f_bangladesh_15_24_yrs, m_wales_15_24_yrs, m_sri_lanka_15_24_yrs, m_thailand_15_24_yrs, m_zimbabwe_5_14_yrs, m_fyrom_45_54_yrs, m_fyrom_65_74_yrs, f_afghanistan_0_4_yrs, m_se_europe_nfd_15_24_yrs, m_tot_tot, f_chile_0_4_yrs, m_tot_75_84_yrs, m_tot_0_4_yrs, m_turkey_55_64_yrs, m_taiwan_55_64_yrs, m_zimbabwe_15_24_yrs, m_fyrom_75_84_yrs, m_se_europe_nfd_45_54_yrs, m_vietnam_tot, f_australia_5_14_yrs, f_afghanistan_45_54_yrs, m_wales_55_64_yrs, f_bosnia_herzegov_85_yrs_ov, m_fyrom_tot, f_cambodia_85_yrs_ov, m_taiwan_25_44_yrs, m_zimbabwe_0_4_yrs, f_cambodia_65_74_yrs, m_sri_lanka_75_84_yrs, f_afghanistan_75_84_yrs, f_bosnia_herzegov_tot, m_wales_75_84_yrs, m_thailand_85_yrs_ov, m_elsewhere_45_54_yrs, m_wales_tot, f_australia_15_24_yrs, m_taiwan_tot, f_canada_15_24_yrs, m_elsewhere_5_14_yrs, m_taiwan_5_14_yrs, m_wales_0_4_yrs, m_usa_tot, f_cambodia_45_54_yrs, m_usa_55_64_yrs, f_afghanistan_55_64_yrs, m_usa_0_4_yrs, f_canada_85_yrs_ov, m_turkey_45_54_yrs, f_bangladesh_85_yrs_ov, m_vietnam_45_54_yrs, m_vietnam_85_yrs_ov, m_sri_lanka_25_44_yrs, m_cob_ns_65_74_yrs, f_australia_tot, m_wales_25_44_yrs, m_zimbabwe_85_yrs_ov, m_fyrom_85_yrs_ov, m_tot_45_54_yrs, f_canada_25_44_yrs, m_se_europe_nfd_tot, f_australia_25_44_yrs, f_australia_45_54_yrs, f_chile_65_74_yrs, m_cob_ns_15_24_yrs, f_cambodia_tot, m_usa_15_24_yrs, f_cambodia_0_4_yrs, m_elsewhere_75_84_yrs, m_wales_5_14_yrs, f_cambodia_25_44_yrs, m_cob_ns_85_yrs_ov, m_tot_65_74_yrs, m_usa_45_54_yrs, f_bosnia_herzegov_65_74_yrs, m_thailand_25_44_yrs, m_thailand_tot, m_zimbabwe_25_44_yrs, m_tot_5_14_yrs, m_turkey_5_14_yrs, m_fyrom_5_14_yrs, m_sri_lanka_45_54_yrs, m_taiwan_0_4_yrs, f_cambodia_5_14_yrs, m_elsewhere_tot, m_cob_ns_75_84_yrs, m_turkey_75_84_yrs, m_wales_65_74_yrs, m_cob_ns_55_64_yrs, f_chile_85_yrs_ov, m_vietnam_0_4_yrs, m_taiwan_65_74_yrs, f_bosnia_herzegov_75_84_yrs, f_cambodia_15_24_yrs, m_tot_55_64_yrs, m_sri_lanka_85_yrs_ov, m_se_europe_nfd_65_74_yrs, f_bosnia_herzegov_25_44_yrs, m_thailand_55_64_yrs, m_zimbabwe_55_64_yrs, m_cob_ns_0_4_yrs, m_cob_ns_25_44_yrs, f_australia_85_yrs_ov, m_turkey_25_44_yrs, f_bangladesh_65_74_yrs, m_sri_lanka_65_74_yrs, m_sri_lanka_55_64_yrs, f_afghanistan_15_24_yrs, m_zimbabwe_65_74_yrs, m_thailand_0_4_yrs, f_afghanistan_85_yrs_ov, m_tot_15_24_yrs, f_chile_25_44_yrs, m_se_europe_nfd_25_44_yrs, m_fyrom_15_24_yrs, f_australia_75_84_yrs, m_thailand_75_84_yrs, f_canada_45_54_yrs, f_afghanistan_tot, m_thailand_5_14_yrs, m_thailand_65_74_yrs, lga_name_2016, f_chile_tot, f_canada_tot, f_bangladesh_75_84_yrs, f_afghanistan_25_44_yrs, f_canada_75_84_yrs, m_tot_25_44_yrs, m_vietnam_75_84_yrs, m_elsewhere_65_74_yrs, f_bosnia_herzegov_5_14_yrs, m_turkey_15_24_yrs, m_se_europe_nfd_5_14_yrs, m_se_europe_nfd_55_64_yrs, m_fyrom_0_4_yrs, m_se_europe_nfd_0_4_yrs, m_fyrom_55_64_yrs, f_cambodia_55_64_yrs, m_usa_25_44_yrs, f_australia_55_64_yrs, f_afghanistan_65_74_yrs, m_vietnam_55_64_yrs, f_chile_5_14_yrs, m_fyrom_25_44_yrs, f_canada_65_74_yrs, m_turkey_85_yrs_ov
3,0,5,0,7,8,3,11,6,14,0,0,0,45,15,115,97,3728,0,0,0,0,15,4,34,3,23,133,643,1224,"32080",13,4396,41,0,805,0,0,0,17,3,18,698,37,323,20,8,7699,0,0,0,15,9,23,3,0,25,3,8,9,57,0,0,0,0,0,77390,0,2629,5284,3,6,12,0,3,107,8925,0,18,0,4,0,90,0,0,5,0,18,3,0,351,110,7078,110,28,85,8,0,279,4,51,0,0,4,9,0,20,0,35,696,53973,31,0,0,11183,117,36,14334,7116,3,893,28,29,0,122,3,15,97,6599,50,5,86,218,39,11212,3,0,16,0,0,1934,342,0,19,994,0,0,0,0,0,9482,0,12,3,6,14,419,2229,808,8,0,19,15,0,9,10,0,9578,13,0,0,1589,0,51,3,41,0,"Cairns (R)",30,282,0,3,10,20719,7,235,0,0,0,7,0,0,0,3,77,5990,0,8,0,0,17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,3,20,"32250",0,69,0,0,10,0,0,0,0,0,0,9,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1003,0,41,62,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,777,0,0,0,143,0,0,192,129,0,12,0,0,0,0,0,0,0,116,0,0,0,0,0,141,0,0,0,0,0,16,5,0,0,14,0,0,0,0,0,139,0,0,0,0,0,3,31,0,0,0,0,0,0,0,0,0,116,0,0,0,15,0,0,0,0,0,"Carpentaria (S)",0,3,0,0,0,238,0,3,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0
0,0,4,0,0,3,0,0,0,0,0,0,0,3,0,0,7,1076,0,0,0,0,0,0,11,0,3,13,52,270,"32260",0,667,0,0,163,0,0,0,4,0,0,256,15,41,0,0,1649,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,14769,0,909,865,0,0,0,0,0,0,1517,0,0,0,0,0,5,0,0,0,0,0,0,0,29,9,1135,13,0,6,0,0,21,0,6,0,0,0,0,0,0,0,0,214,10423,3,0,0,2083,9,6,2149,1474,0,135,8,0,0,30,0,3,29,1735,0,0,20,22,0,1907,0,0,0,0,3,214,102,0,0,284,0,0,0,0,0,2328,0,3,0,0,3,67,391,273,0,0,0,0,0,0,3,0,1576,0,0,0,560,0,4,0,0,0,"Cassowary Coast (R)",0,21,0,0,0,3111,0,31,0,0,0,3,0,0,0,0,0,1578,0,0,0,0,3,0
0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,16,43,441,0,0,0,0,0,0,0,0,4,7,44,383,"32270",3,1097,0,0,233,0,0,0,3,0,3,65,3,16,0,0,2122,0,0,0,0,0,13,0,0,3,0,0,0,3,3,0,0,0,0,14756,0,303,1275,0,0,7,0,0,3,1811,0,3,0,0,0,4,0,0,0,0,0,0,0,28,4,1211,6,4,4,0,0,27,0,3,0,0,0,0,0,0,0,7,118,10127,0,0,0,2154,13,0,3118,1273,0,215,3,3,0,3,0,0,11,804,6,0,0,12,17,2290,0,0,3,0,0,118,46,0,0,245,0,0,0,0,0,1613,0,0,0,0,3,141,742,54,0,0,0,0,0,0,0,0,1713,0,0,0,185,0,0,0,0,0,"Central Highlands (R) (Qld)",0,18,0,0,0,4548,0,14,0,0,0,0,0,0,0,0,12,941,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,486,0,0,0,0,0,0,0,0,0,0,4,83,"32310",0,276,0,0,80,0,0,0,0,0,0,76,0,3,0,0,656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5885,0,341,350,0,0,0,0,0,3,835,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,626,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,84,4960,0,0,0,694,3,3,1096,644,0,66,0,0,0,0,0,0,12,674,5,0,0,0,0,972,0,0,0,0,0,19,38,0,0,89,0,0,0,0,0,796,0,0,0,0,0,44,169,109,0,0,3,0,0,0,0,0,738,0,0,0,265,0,0,0,0,0,"Charters Towers (R)",0,10,0,0,0,1244,0,0,0,0,0,0,0,0,0,0,4,615,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,"32600",0,7,0,0,3,0,0,0,0,0,0,4,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,3,10,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,20,0,0,24,17,0,9,0,0,0,0,0,0,0,8,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,32,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,20,0,0,0,3,0,0,0,0,0,"Croydon (S)",0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,10,"33100",0,25,0,0,3,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435,0,26,29,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,290,0,0,0,66,0,0,79,44,0,3,0,0,0,0,0,0,0,71,0,0,0,0,0,44,0,0,0,0,0,3,4,0,0,11,0,0,0,0,0,74,0,0,0,0,0,0,18,4,0,0,0,0,0,0,0,0,39,0,0,0,9,0,0,0,0,0,"Etheridge (S)",0,0,0,0,0,89,0,3,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,13,"33200",0,52,0,0,3,0,0,0,0,0,0,12,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,777,0,36,53,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,642,0,0,0,112,0,0,134,90,0,16,0,0,0,0,0,0,0,95,0,0,0,0,0,76,0,0,0,0,0,3,3,0,0,14,0,0,0,0,0,121,0,0,0,0,0,5,13,15,0,0,0,0,0,0,0,0,101,0,0,0,36,0,0,0,0,0,"Flinders (S) (Qld)",0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,"32330",0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628,0,3,95,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628,0,0,0,64,0,0,160,59,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,123,0,0,0,5,0,0,0,0,0,"Cherbourg (S)",0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,55,0,0,0,0,0,0,0,0,0,0,7,34,"32450",0,85,0,0,21,0,0,0,0,0,0,11,0,0,0,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1706,0,28,132,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,1005,0,0,0,243,0,0,297,125,0,22,0,0,0,0,0,0,7,129,0,0,0,0,0,176,0,0,0,0,0,12,11,0,0,33,0,0,0,0,0,229,0,0,0,0,0,14,94,3,0,0,0,0,0,0,0,0,187,0,0,0,21,0,0,0,0,0,"Cloncurry (S)",0,0,0,0,0,565,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,17,56,"32500",0,110,0,0,28,0,0,0,0,0,0,18,0,9,0,0,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2273,0,91,133,0,0,0,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,157,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,71,1366,0,0,0,317,0,0,323,168,0,36,0,0,0,3,0,0,3,341,0,0,0,0,0,237,0,0,0,0,0,44,15,0,0,57,0,0,0,0,0,335,0,0,0,0,0,19,97,10,0,0,0,0,0,0,0,0,272,0,0,0,27,0,0,0,0,0,"Cook (S)",0,3,0,0,0,534,0,9,0,0,0,0,0,0,0,0,3,218,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,0,0,0,0,0,0,0,0,0,0,3,40,"37300",0,147,0,0,28,0,0,0,0,0,0,0,0,6,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2097,0,7,208,0,0,0,0,0,0,291,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,175,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,1404,0,0,0,332,3,0,511,177,0,25,3,0,0,0,0,0,0,50,0,0,0,3,3,340,0,0,0,0,0,14,0,0,0,27,0,0,0,0,0,201,0,0,0,0,0,26,84,0,0,0,0,0,0,0,0,0,225,0,0,0,3,0,0,0,0,0,"Weipa (T)",0,8,0,0,0,735,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16,17,1108,0,0,0,0,0,0,3,0,0,0,27,332,"37310",5,1042,0,0,216,0,0,0,0,0,0,242,3,8,3,0,2117,0,0,0,0,3,9,0,0,0,0,0,0,0,3,0,0,0,0,17128,0,770,1237,0,0,3,0,0,0,2095,0,0,0,0,0,3,0,0,0,0,0,0,0,13,5,1636,4,5,9,0,0,8,0,3,0,0,0,0,0,0,0,8,245,13218,0,0,0,2314,5,4,3253,1686,0,209,3,0,0,4,0,3,32,1621,0,0,0,0,4,2599,0,0,0,0,0,74,112,0,3,289,0,0,0,0,0,2029,0,3,0,0,0,98,583,296,3,0,0,0,0,0,0,0,2069,0,0,0,644,0,0,0,0,0,"Western Downs (R)",3,13,0,0,0,4245,0,10,0,0,0,3,0,0,0,0,8,1460,0,0,0,0,0,0
0,0,0,0,0,0,0,6,3,0,0,0,0,10,0,22,32,944,0,0,0,0,3,3,3,0,4,18,58,362,"37340",0,838,7,0,221,0,0,0,0,0,0,176,8,38,9,0,2598,0,0,0,4,3,5,0,0,8,0,3,0,6,0,0,0,0,0,17495,0,665,1062,0,0,0,0,3,26,1716,0,0,0,0,0,51,0,0,0,0,0,3,0,26,21,1271,64,3,9,0,0,37,0,7,0,0,0,4,0,3,0,6,253,11401,7,0,0,2382,32,3,2965,1525,0,301,3,0,0,14,0,0,23,1762,0,0,3,19,16,2148,0,0,3,0,0,195,90,0,8,341,0,0,0,0,0,2395,0,3,0,0,7,110,891,178,0,0,0,0,0,0,0,0,1950,0,0,0,451,0,4,0,9,0,"Whitsunday (R)",0,61,0,0,0,4951,0,32,0,0,0,0,0,0,0,0,16,1521,0,6,0,0,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,460,0,0,0,0,0,0,3,0,0,0,3,46,"41140",0,212,0,0,34,0,0,0,0,0,0,99,0,7,0,0,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4488,0,293,256,0,0,0,0,0,0,527,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,345,0,0,3,0,0,12,0,3,0,0,0,0,0,0,0,0,53,3742,0,0,0,632,3,0,793,520,0,15,0,0,0,4,0,0,3,588,0,0,0,4,3,588,0,0,0,0,0,32,29,0,3,75,0,0,0,0,0,751,0,0,0,0,0,14,72,137,0,0,0,0,0,0,0,0,400,0,0,0,199,0,0,0,0,0,"Clare and Gilbert Valleys (DC)",0,4,0,0,0,875,0,5,0,0,0,0,0,0,0,0,0,547,0,0,0,0,0,0
0,0,0,0,3,13,0,0,0,7,0,0,0,15,0,36,40,5443,0,0,0,0,0,3,37,0,16,17,68,542,"33220",3,2261,9,0,404,0,0,0,0,0,5,1046,30,81,4,0,4282,0,0,0,3,5,11,0,0,8,0,0,0,0,3,3,0,0,0,49773,0,4007,2495,0,0,0,0,3,19,5287,0,7,0,0,0,7,0,0,6,0,4,17,0,69,68,4175,13,0,14,0,0,118,0,19,0,0,0,0,0,0,0,9,773,39967,5,0,0,6086,29,16,8001,5091,0,352,3,7,0,100,3,3,125,8103,18,0,8,17,3,6252,0,0,8,0,0,526,410,0,17,721,0,0,0,0,0,7402,3,9,0,0,10,154,803,1043,0,0,3,5,0,8,0,0,5035,0,0,0,2729,0,9,0,6,0,"Fraser Coast (R)",6,64,0,0,3,9340,0,149,0,0,0,6,0,0,0,0,23,5941,0,0,0,0,14,0
0,0,3,0,0,6,0,0,0,5,0,0,0,9,15,30,57,1435,0,0,0,0,0,0,7,0,4,22,98,480,"33360",6,2062,9,0,281,0,0,0,21,0,0,186,4,39,4,0,2616,0,0,0,0,8,17,0,0,15,3,0,0,3,5,0,0,0,0,31647,0,849,2321,0,0,7,0,3,9,3916,0,4,0,3,0,0,0,0,0,0,3,0,0,52,35,2907,7,8,24,0,0,82,5,14,0,4,0,0,0,3,0,19,172,23206,11,0,0,4831,15,15,6456,3177,0,296,13,3,0,22,4,8,19,2175,24,0,6,19,18,4748,0,0,7,0,0,325,91,0,3,388,0,0,0,0,0,3994,0,5,3,0,6,155,741,258,4,0,0,3,0,0,3,0,3935,4,0,0,617,0,3,0,8,0,"Gladstone (R)",6,40,0,0,0,8609,0,46,0,0,0,6,0,0,0,3,18,2380,0,3,0,0,0,0
9,13,60,11,101,45,73,94,30,52,0,3,3,105,95,322,451,15573,8,8,0,18,48,14,151,18,107,812,2713,2946,"33430",70,14474,122,0,2065,3,4,15,140,29,34,4345,155,961,219,47,21575,3,9,22,32,23,90,53,26,134,16,31,27,98,9,33,17,0,7,270141,0,12661,16804,35,48,37,7,46,345,26718,8,58,3,115,0,278,0,4,19,0,406,38,0,956,486,24882,568,97,374,32,8,1255,25,200,0,25,12,78,0,65,0,114,2230,181071,130,0,0,36004,503,302,45965,21825,25,2669,97,154,0,523,23,42,658,25601,185,45,170,422,183,34851,3,0,43,4,3,7375,1239,11,87,2634,6,3,47,12,9,30231,4,65,146,16,72,1055,6087,4104,61,5,40,48,6,47,29,0,35576,89,37,4,7829,0,128,48,67,11,"Gold Coast (C)",229,976,0,24,17,74061,7,813,0,11,0,81,3,0,25,15,347,19704,0,41,4,16,51,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,"32750",0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,15,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,18,0,0,30,23,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,18,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,"Diamantina (S)",0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,"32770",0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,707,0,5,95,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679,0,0,0,39,0,0,205,57,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,114,0,0,0,3,0,0,0,0,0,"Doomadgee (S)",0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,12,5,334,0,0,0,0,5,0,0,0,3,0,30,121,"32810",0,240,3,0,93,0,0,0,0,0,0,72,6,13,0,0,867,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5960,0,298,333,0,0,0,0,0,11,499,0,8,0,0,0,3,0,0,0,0,3,0,0,7,7,375,3,0,3,0,0,33,0,11,0,0,0,0,0,0,0,3,88,3630,0,0,0,896,16,0,919,537,0,60,0,0,0,9,0,0,29,665,0,0,10,20,3,714,0,0,0,0,0,86,65,0,0,156,0,0,0,0,0,989,0,0,0,3,3,45,218,39,0,0,0,3,0,0,0,0,515,3,0,0,129,0,4,0,4,0,"Douglas (S)",3,28,0,0,0,1477,0,15,0,0,0,0,0,0,0,0,11,544,0,0,0,0,0,0
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,10,424,0,0,0,0,0,0,0,0,0,0,11,91,"33610",0,320,0,0,79,0,0,0,0,0,0,85,0,3,0,0,612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5340,0,300,369,0,0,0,0,0,0,650,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,486,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,60,4375,0,0,0,726,3,0,1063,554,0,55,0,0,0,0,0,0,4,529,0,0,0,5,3,812,0,0,0,0,0,21,45,0,0,99,0,0,0,0,0,758,0,0,0,0,0,34,139,111,0,0,0,0,0,0,0,0,574,0,0,0,233,0,0,0,0,0,"Goondiwindi (R)",0,8,0,0,0,1197,0,0,0,0,0,0,0,0,0,0,0,529,0,0,0,0,0,0
0,0,3,0,0,12,0,0,0,0,0,0,0,10,0,15,29,2450,4,0,0,0,0,0,5,0,0,0,27,346,"33620",3,1165,7,0,197,0,0,0,0,0,0,427,20,40,4,3,2273,0,0,0,0,0,4,0,0,10,0,0,3,3,0,0,0,0,0,24578,0,1579,1376,0,0,3,0,0,9,2805,0,3,0,0,0,3,0,0,0,0,4,4,0,37,17,2144,9,0,3,3,0,79,0,16,0,3,0,0,0,0,0,3,360,19873,0,0,0,3347,7,6,4179,2736,0,172,3,3,0,24,0,0,86,3587,9,0,0,7,9,3314,0,0,3,0,0,198,226,0,7,385,0,0,0,0,3,3812,0,8,0,0,4,91,413,387,0,0,0,3,0,4,0,0,2556,0,0,0,1062,0,7,0,3,0,"Gympie (R)",0,42,0,0,3,4578,0,51,0,0,0,0,0,0,0,0,8,2937,0,0,0,0,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,526,0,0,0,0,0,0,4,0,0,0,0,79,"33800",0,217,0,0,38,0,0,0,0,0,0,161,5,3,0,0,480,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5556,0,477,240,0,0,0,0,0,0,539,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,437,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,86,4303,0,0,0,747,0,0,762,648,0,41,0,3,0,12,0,0,16,806,0,0,0,0,0,646,0,0,0,0,0,39,42,0,0,82,0,0,0,0,0,899,0,0,0,0,0,17,79,157,0,0,0,0,0,0,0,0,620,0,0,0,361,0,5,0,0,0,"Hinchinbrook (S)",0,13,0,0,0,956,0,15,0,0,0,0,0,0,0,0,3,654,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,"33830",0,38,0,0,0,0,0,0,0,0,0,7,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499,0,11,61,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,410,0,0,0,53,0,0,120,41,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,86,0,0,0,8,0,0,0,0,0,"Hope Vale (S)",0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0
0,0,3,5,7,3,5,3,38,6,0,0,5,20,33,188,146,4174,0,0,0,0,27,3,18,3,24,494,1263,904,"33960",35,7098,203,0,817,0,0,3,40,26,10,835,16,411,13,8,6741,3,0,0,11,14,29,22,3,44,4,8,21,12,9,0,0,0,0,95797,0,2776,8389,0,4,22,0,6,521,12058,4,11,0,7,0,24,0,0,3,0,34,11,0,592,110,10473,42,13,334,0,0,249,0,35,0,4,5,9,0,125,3,88,472,71241,22,0,0,12008,48,33,19641,8012,12,954,19,31,0,97,8,12,80,6041,48,5,27,66,67,15172,0,0,29,0,0,3497,266,3,15,767,4,0,0,3,0,9436,0,7,19,0,20,516,1965,1019,4,0,7,16,11,3,3,0,13842,29,8,0,2259,0,18,45,7,0,"Ipswich (C)",101,114,0,25,0,27302,13,249,0,0,0,10,0,0,3,4,75,6496,0,100,0,0,6,0
