m_se_europe_nfd_85_yrs_ov, f_bangladesh_45_54_yrs, m_taiwan_45_54_yrs, f_bangladesh_5_14_yrs, f_bosnia_herzegov_45_54_yrs, m_usa_75_84_yrs, f_bosnia_herzegov_55_64_yrs, m_taiwan_15_24_yrs, m_vietnam_65_74_yrs, m_se_europe_nfd_75_84_yrs, m_turkey_0_4_yrs, m_taiwan_85_yrs_ov, f_afghanistan_5_14_yrs, f_canada_55_64_yrs, f_bangladesh_25_44_yrs, m_sri_lanka_tot, m_zimbabwe_tot, f_australia_65_74_yrs, m_zimbabwe_75_84_yrs, f_chile_15_24_yrs, f_bosnia_herzegov_0_4_yrs, f_canada_0_4_yrs, m_vietnam_15_24_yrs, m_usa_85_yrs_ov, m_elsewhere_85_yrs_ov, m_wales_85_yrs_ov, m_wales_45_54_yrs, m_elsewhere_15_24_yrs, m_elsewhere_25_44_yrs, m_cob_ns_45_54_yrs, lga_code_2016, m_elsewhere_0_4_yrs, f_australia_0_4_yrs, m_vietnam_25_44_yrs, f_bangladesh_0_4_yrs, m_cob_ns_5_14_yrs, f_cambodia_75_84_yrs, f_bangladesh_55_64_yrs, f_chile_75_84_yrs, f_bangladesh_tot, f_chile_55_64_yrs, m_thailand_45_54_yrs, m_tot_85_yrs_ov, m_usa_65_74_yrs, m_elsewhere_55_64_yrs, m_turkey_tot, f_canada_5_14_yrs, m_cob_ns_tot, m_sri_lanka_0_4_yrs, m_taiwan_75_84_yrs, m_turkey_65_74_yrs, m_vietnam_5_14_yrs, m_sri_lanka_5_14_yrs, m_zimbabwe_45_54_yrs, f_chile_45_54_yrs, f_bosnia_herzegov_15_24_yrs, m_usa_5_14_yrs, f_bangladesh_15_24_yrs, m_wales_15_24_yrs, m_sri_lanka_15_24_yrs, m_thailand_15_24_yrs, m_zimbabwe_5_14_yrs, m_fyrom_45_54_yrs, m_fyrom_65_74_yrs, f_afghanistan_0_4_yrs, m_se_europe_nfd_15_24_yrs, m_tot_tot, f_chile_0_4_yrs, m_tot_75_84_yrs, m_tot_0_4_yrs, m_turkey_55_64_yrs, m_taiwan_55_64_yrs, m_zimbabwe_15_24_yrs, m_fyrom_75_84_yrs, m_se_europe_nfd_45_54_yrs, m_vietnam_tot, f_australia_5_14_yrs, f_afghanistan_45_54_yrs, m_wales_55_64_yrs, f_bosnia_herzegov_85_yrs_ov, m_fyrom_tot, f_cambodia_85_yrs_ov, m_taiwan_25_44_yrs, m_zimbabwe_0_4_yrs, f_cambodia_65_74_yrs, m_sri_lanka_75_84_yrs, f_afghanistan_75_84_yrs, f_bosnia_herzegov_tot, m_wales_75_84_yrs, m_thailand_85_yrs_ov, m_elsewhere_45_54_yrs, m_wales_tot, f_australia_15_24_yrs, m_taiwan_tot, f_canada_15_24_yrs, m_elsewhere_5_14_yrs, m_taiwan_5_14_yrs, m_wales_0_4_yrs, m_usa_tot, f_cambodia_45_54_yrs, m_usa_55_64_yrs, f_afghanistan_55_64_yrs, m_usa_0_4_yrs, f_canada_85_yrs_ov, m_turkey_45_54_yrs, f_bangladesh_85_yrs_ov, m_vietnam_45_54_yrs, m_vietnam_85_yrs_ov, m_sri_lanka_25_44_yrs, m_cob_ns_65_74_yrs, f_australia_tot, m_wales_25_44_yrs, m_zimbabwe_85_yrs_ov, m_fyrom_85_yrs_ov, m_tot_45_54_yrs, f_canada_25_44_yrs, m_se_europe_nfd_tot, f_australia_25_44_yrs, f_australia_45_54_yrs, f_chile_65_74_yrs, m_cob_ns_15_24_yrs, f_cambodia_tot, m_usa_15_24_yrs, f_cambodia_0_4_yrs, m_elsewhere_75_84_yrs, m_wales_5_14_yrs, f_cambodia_25_44_yrs, m_cob_ns_85_yrs_ov, m_tot_65_74_yrs, m_usa_45_54_yrs, f_bosnia_herzegov_65_74_yrs, m_thailand_25_44_yrs, m_thailand_tot, m_zimbabwe_25_44_yrs, m_tot_5_14_yrs, m_turkey_5_14_yrs, m_fyrom_5_14_yrs, m_sri_lanka_45_54_yrs, m_taiwan_0_4_yrs, f_cambodia_5_14_yrs, m_elsewhere_tot, m_cob_ns_75_84_yrs, m_turkey_75_84_yrs, m_wales_65_74_yrs, m_cob_ns_55_64_yrs, f_chile_85_yrs_ov, m_vietnam_0_4_yrs, m_taiwan_65_74_yrs, f_bosnia_herzegov_75_84_yrs, f_cambodia_15_24_yrs, m_tot_55_64_yrs, m_sri_lanka_85_yrs_ov, m_se_europe_nfd_65_74_yrs, f_bosnia_herzegov_25_44_yrs, m_thailand_55_64_yrs, m_zimbabwe_55_64_yrs, m_cob_ns_0_4_yrs, m_cob_ns_25_44_yrs, f_australia_85_yrs_ov, m_turkey_25_44_yrs, f_bangladesh_65_74_yrs, m_sri_lanka_65_74_yrs, m_sri_lanka_55_64_yrs, f_afghanistan_15_24_yrs, m_zimbabwe_65_74_yrs, m_thailand_0_4_yrs, f_afghanistan_85_yrs_ov, m_tot_15_24_yrs, f_chile_25_44_yrs, m_se_europe_nfd_25_44_yrs, m_fyrom_15_24_yrs, f_australia_75_84_yrs, m_thailand_75_84_yrs, f_canada_45_54_yrs, f_afghanistan_tot, m_thailand_5_14_yrs, m_thailand_65_74_yrs, lga_name_2016, f_chile_tot, f_canada_tot, f_bangladesh_75_84_yrs, f_afghanistan_25_44_yrs, f_canada_75_84_yrs, m_tot_25_44_yrs, m_vietnam_75_84_yrs, m_elsewhere_65_74_yrs, f_bosnia_herzegov_5_14_yrs, m_turkey_15_24_yrs, m_se_europe_nfd_5_14_yrs, m_se_europe_nfd_55_64_yrs, m_fyrom_0_4_yrs, m_se_europe_nfd_0_4_yrs, m_fyrom_55_64_yrs, f_cambodia_55_64_yrs, m_usa_25_44_yrs, f_australia_55_64_yrs, f_afghanistan_65_74_yrs, m_vietnam_55_64_yrs, f_chile_5_14_yrs, m_fyrom_25_44_yrs, f_canada_65_74_yrs, m_turkey_85_yrs_ov
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486,0,0,0,0,0,0,0,0,0,0,5,51,"13010",0,219,4,0,51,0,0,0,0,0,0,92,0,4,3,0,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4380,0,336,214,0,0,0,0,0,4,461,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,377,0,0,4,0,0,7,0,3,0,0,0,0,0,0,0,0,95,3601,0,0,0,516,0,0,667,456,0,45,0,0,0,6,0,0,24,637,0,0,0,0,0,537,0,0,0,0,0,32,55,0,0,74,0,0,0,0,0,705,0,0,0,0,0,13,90,125,3,0,0,0,0,0,0,0,441,0,0,0,279,0,0,0,0,0,"Glen Innes Severn (A)",0,3,0,0,0,907,0,3,0,0,0,0,0,0,0,0,0,538,0,0,0,0,0,0
0,0,0,0,0,3,0,0,0,0,0,0,0,4,7,11,9,1224,0,0,0,0,0,0,4,0,3,7,58,168,"13310",3,789,16,0,95,0,0,0,7,0,0,254,4,21,8,0,1068,0,0,0,0,0,3,3,0,3,0,0,0,3,0,3,0,0,0,14982,0,816,893,0,3,0,0,0,21,1576,3,3,0,7,0,3,0,3,0,0,3,0,0,27,9,1380,9,0,16,0,0,26,0,3,0,0,0,0,0,4,0,3,144,12103,0,0,0,2048,4,3,2810,1631,5,122,10,0,0,14,0,4,27,1629,7,0,9,12,0,1920,0,0,3,0,0,177,84,3,0,147,0,0,0,0,0,1945,0,0,0,0,0,37,236,379,3,0,0,0,0,0,0,0,1853,3,0,0,709,0,3,0,0,0,"Goulburn Mulwaree (A)",11,14,0,0,0,3627,0,31,0,0,0,4,0,0,0,0,9,1612,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462,0,0,0,0,0,0,0,0,0,0,3,45,"13340",0,291,0,0,41,0,0,0,0,0,0,110,4,3,0,0,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5187,0,289,320,0,0,0,0,0,3,742,0,4,0,0,0,0,0,0,0,0,0,0,0,3,5,450,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,61,4436,0,0,0,689,0,0,889,615,0,29,0,0,0,0,0,0,16,667,0,0,0,5,0,820,0,0,0,0,0,18,37,0,0,80,0,0,0,0,0,795,0,0,0,0,0,12,68,116,0,0,0,0,0,0,0,0,584,0,0,0,219,0,3,0,0,0,"Greater Hume Shire (A)",0,3,0,0,0,929,0,5,0,0,0,0,0,0,0,0,0,644,0,0,0,0,0,0
0,0,0,0,0,0,0,9,0,0,3,0,6,0,3,15,21,649,0,0,0,0,0,0,0,0,0,31,84,164,"13450",0,775,0,0,152,0,0,0,6,3,0,244,0,49,50,0,1335,0,0,3,0,5,6,0,0,0,0,0,0,4,0,0,0,0,0,12795,0,660,914,3,0,3,0,0,4,1468,0,0,0,0,0,44,0,0,0,0,0,3,0,59,3,1166,61,0,15,0,0,15,0,3,0,0,0,12,0,0,0,9,131,9124,0,0,0,1655,3,0,2151,1207,0,153,0,3,0,15,0,0,40,974,0,0,5,10,8,1798,0,0,4,0,0,273,94,0,4,188,0,0,0,0,0,1551,0,0,0,0,3,86,334,207,15,0,0,0,3,0,0,0,1672,0,0,0,440,0,0,19,0,0,"Griffith (C)",10,7,0,13,0,3320,0,22,0,5,0,0,0,0,0,0,4,1057,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,615,0,0,0,0,0,0,0,0,0,0,3,70,"13510",0,255,3,0,59,0,0,0,0,0,0,137,0,9,0,0,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5514,0,454,312,0,0,0,0,0,3,625,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,468,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,76,4818,0,0,0,691,0,0,951,584,0,39,0,0,0,3,0,0,12,743,0,0,0,0,0,769,0,0,0,0,0,18,57,0,0,85,0,0,0,0,0,826,0,0,0,0,0,22,90,214,0,0,0,0,0,0,0,0,562,0,0,0,431,0,0,0,0,0,"Gundagai (A)",0,10,0,0,0,1020,0,4,0,0,0,0,0,0,0,0,0,680,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,507,0,0,0,0,3,0,0,0,0,3,4,85,"13550",0,401,0,0,44,0,0,0,0,0,0,107,0,0,4,0,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6105,0,366,487,0,0,0,0,0,3,725,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,591,0,0,8,0,0,11,0,0,0,0,0,0,0,0,0,4,80,5232,0,0,0,761,0,0,1216,636,0,53,0,0,0,3,0,0,10,596,0,0,0,0,0,823,0,0,0,0,0,23,48,0,0,82,0,0,0,0,0,820,0,0,0,0,0,27,137,171,4,0,0,0,0,0,0,0,697,0,0,0,347,0,0,0,0,0,"Gunnedah (A)",3,3,0,0,0,1449,0,3,0,0,0,0,0,0,0,0,4,634,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,312,0,0,0,0,0,0,0,0,0,0,0,43,"13660",0,149,0,0,37,0,0,0,0,0,0,53,0,0,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2657,0,225,168,0,0,0,0,0,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,51,2181,0,0,0,364,0,0,416,304,0,27,0,0,0,0,0,0,7,389,0,0,0,0,0,347,0,0,0,0,0,4,32,0,0,64,0,0,0,0,0,396,0,0,0,0,0,10,52,83,0,0,0,0,0,0,0,0,250,0,0,0,163,0,0,0,0,0,"Gwydir (A)",0,0,0,0,0,466,0,3,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0
0,0,0,0,0,4,0,0,0,3,0,0,0,5,0,16,15,1887,0,0,0,0,6,0,8,4,4,19,79,350,"13800",0,1879,3,0,187,0,0,0,0,7,0,373,6,47,6,0,2046,0,0,0,3,0,4,4,0,5,0,3,0,8,0,7,12,0,0,31952,0,1206,2113,4,3,0,8,4,21,3993,0,4,0,38,0,3,0,3,0,0,8,7,0,55,34,3952,6,0,3,0,0,55,0,4,0,0,0,3,0,8,0,5,250,26435,10,0,0,4647,14,27,6850,3702,3,245,4,0,0,31,0,0,39,2714,10,0,8,26,5,4510,0,0,4,0,0,308,109,0,3,301,0,0,0,0,0,3895,0,8,0,6,3,90,480,429,0,0,0,4,0,0,0,0,4574,9,0,0,929,0,12,0,6,0,"Hawkesbury (C)",21,31,0,0,0,7922,0,54,0,0,0,13,0,0,19,0,20,2817,0,0,0,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,3,3,39,"13850",0,63,0,0,23,0,0,0,0,0,0,27,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1480,0,118,76,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,23,1164,0,0,0,234,0,0,219,187,0,12,0,0,0,0,0,0,5,176,0,0,0,0,0,184,0,0,0,0,0,10,18,0,0,33,0,0,0,0,0,218,0,0,0,0,0,10,36,18,0,0,0,0,0,0,0,0,169,0,0,0,86,0,0,0,0,0,"Hay (A)",0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0
4,12,0,14,20,3,26,3,3,19,0,0,8,22,95,407,114,3859,0,0,0,0,12,0,42,4,22,258,817,795,"16350",7,6514,82,0,605,0,11,21,148,35,5,793,19,385,118,3,5825,4,0,11,16,11,25,29,7,10,17,0,37,14,6,14,18,0,0,96822,0,2725,7493,27,5,28,5,21,166,11837,21,21,0,56,0,26,0,0,11,4,100,7,0,512,89,11189,46,7,121,4,0,186,11,32,12,4,0,36,0,29,0,142,531,71637,12,0,0,12076,41,121,20753,8122,23,731,46,14,0,144,0,27,83,7156,28,8,65,107,40,13629,0,0,73,0,0,2588,267,3,23,744,0,0,4,7,4,10736,7,37,32,5,8,344,1721,861,32,3,42,84,25,3,3,0,13829,38,10,0,1651,0,19,164,13,0,"Penrith (C)",141,103,0,84,3,28391,3,296,0,3,0,32,0,0,19,5,67,6857,10,18,0,4,5,0
0,0,0,0,0,13,0,0,0,0,0,0,0,19,4,25,29,4439,3,0,0,0,0,4,25,6,6,11,70,368,"16380",5,1770,12,0,201,0,0,0,4,3,5,1145,25,61,11,0,2819,0,0,0,0,0,8,3,0,19,0,0,0,9,0,0,0,0,0,37697,0,3251,1946,0,0,0,0,4,15,4208,0,9,0,5,0,0,0,0,0,0,4,4,0,47,40,3361,3,3,16,0,0,128,0,13,0,0,3,6,0,0,0,3,530,33215,6,0,0,4780,25,21,6405,4260,4,226,3,8,0,54,0,0,133,5681,12,0,4,16,9,4756,0,0,5,0,0,361,356,0,8,411,0,0,0,0,0,5305,0,7,0,0,11,106,481,1342,0,0,11,3,0,6,3,0,3809,5,3,0,2696,0,12,0,0,0,"Port Macquarie-Hastings (A)",15,79,0,0,8,7016,0,69,0,0,0,3,0,0,0,0,34,4734,0,3,0,0,8,0
3,0,0,0,0,3,0,0,0,4,0,0,0,5,0,9,20,3370,0,0,0,0,0,0,9,3,5,13,58,395,"16400",3,1803,3,0,235,0,0,3,0,4,0,651,14,57,9,6,2809,0,0,0,0,0,3,4,0,12,0,5,0,3,3,0,3,0,0,34384,0,2341,1932,0,0,0,0,3,14,3795,0,14,0,7,0,0,0,0,0,0,6,5,0,33,65,3341,4,5,11,4,0,87,0,7,0,5,0,3,0,6,0,7,456,28405,8,0,0,4542,20,19,6108,3721,5,262,7,10,0,39,0,6,116,4706,16,0,6,19,8,4524,0,0,0,0,0,292,261,0,19,410,0,0,0,0,0,4633,0,11,0,0,3,110,566,680,3,0,0,0,0,3,3,0,3921,3,0,0,1687,0,15,0,8,0,"Port Stephens (A)",19,65,0,0,4,7131,0,68,0,0,0,0,0,0,3,0,10,3902,0,3,0,0,10,0
4,4,0,6,4,3,3,0,0,7,0,0,0,12,51,55,23,1268,0,0,0,0,3,0,17,0,14,18,160,403,"16490",7,1559,15,3,192,0,0,0,71,7,3,247,17,92,16,3,2229,0,0,0,0,3,5,10,0,28,12,0,3,4,0,62,53,0,0,28133,0,907,1951,0,0,0,14,10,38,3138,0,8,0,276,0,0,0,0,4,0,13,3,0,99,30,2822,4,0,24,0,0,154,0,15,0,11,0,3,0,9,0,15,226,20906,5,0,11,4471,23,42,5745,3281,3,229,10,19,0,55,0,6,20,2177,24,0,11,23,13,3741,3,0,10,0,3,547,112,0,0,298,0,0,0,6,0,3538,0,12,0,3,0,129,624,238,3,0,5,11,0,3,0,0,3421,4,4,3,527,0,17,4,7,0,"Queanbeyan-Palerang Regional (A)",23,72,0,4,0,7679,0,83,0,0,0,13,3,0,66,0,31,2328,0,6,0,58,8,0
3,27,16,4,3,7,9,31,22,12,0,0,0,21,65,138,80,2105,0,3,0,4,65,0,129,3,15,386,1879,622,"16550",56,3310,149,0,344,3,12,15,144,40,24,1129,36,466,87,8,5324,0,0,10,15,0,15,29,0,55,29,3,30,65,0,3,3,0,0,69179,3,2670,3882,13,17,7,0,6,356,5429,0,7,0,17,0,102,0,4,3,0,45,3,0,535,94,5365,188,23,141,3,0,496,10,37,0,18,0,26,0,51,5,63,425,36454,50,0,0,8331,171,56,10404,4340,44,887,32,73,0,277,0,7,138,4626,68,3,91,218,38,6795,0,0,12,5,0,4306,271,8,12,521,10,3,8,6,7,6326,4,6,15,27,10,245,1881,975,19,6,16,13,0,3,3,0,11781,79,9,0,1322,0,36,7,3,9,"Randwick (C)",227,291,0,3,4,23641,6,439,0,5,0,12,0,0,8,4,194,3205,0,48,0,4,11,3
0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,1092,0,0,0,0,0,0,3,0,0,0,8,167,"16610",0,640,0,0,102,0,0,0,0,0,0,239,6,13,0,0,1035,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11318,0,795,676,0,0,0,0,0,4,1327,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1160,0,0,3,0,0,21,0,0,0,0,0,0,0,0,0,0,126,9708,0,0,0,1471,7,0,1908,1198,0,115,0,0,0,7,0,3,25,1436,3,0,0,0,3,1542,0,0,0,0,0,53,90,0,0,153,0,0,0,0,0,1651,0,0,0,0,0,45,208,329,0,0,0,0,0,0,0,0,1337,0,0,0,718,0,6,0,0,0,"Richmond Valley (A)",0,14,0,0,0,2167,0,12,0,0,0,0,0,0,0,0,3,1339,0,0,0,0,3,0
3,44,3,22,15,3,29,7,29,15,0,0,0,5,500,65,32,1196,0,7,0,0,51,0,66,0,3,280,1682,428,"16650",33,2889,175,7,277,0,20,18,726,41,25,1117,5,351,191,0,3751,0,0,27,4,0,3,51,5,28,126,0,0,26,0,210,372,0,0,54079,0,2458,3417,26,3,3,165,24,463,4418,3,8,0,1386,0,91,3,0,3,0,110,0,0,415,29,3932,107,5,92,0,0,145,7,10,0,9,0,51,0,93,4,27,338,25397,7,0,61,6418,34,109,6945,2682,46,393,36,10,0,167,0,16,206,4065,21,13,156,244,22,5540,0,9,14,0,3,3445,261,7,9,378,0,4,4,9,0,5232,3,24,37,10,0,179,1296,705,51,0,9,13,0,0,4,0,6826,56,18,35,853,3,12,15,7,7,"Rockdale (C)",225,60,0,4,0,18997,6,355,0,16,0,27,3,0,329,12,59,1779,0,89,0,205,0,5
3,8,24,8,4,0,10,37,22,7,0,0,0,14,112,511,58,1714,0,4,0,0,54,0,43,0,15,173,879,337,"16700",49,3033,168,0,192,0,4,6,178,16,18,1079,9,218,87,3,2536,6,9,9,15,15,6,13,3,24,43,0,34,35,0,5,16,0,0,56509,0,2305,3622,10,17,14,0,11,383,4648,29,7,0,52,0,159,0,3,31,3,40,8,0,340,47,4356,280,15,100,15,0,240,3,17,27,16,0,18,0,60,3,212,197,28334,9,0,0,6983,51,62,6517,3135,16,318,40,38,0,126,0,18,76,3938,43,5,77,152,34,6171,0,4,74,3,0,2101,139,8,5,263,0,7,12,4,10,5754,10,12,10,10,7,139,866,1116,36,0,54,77,0,3,3,3,7867,27,18,3,1309,0,16,114,4,3,"Ryde (C)",87,108,0,38,0,18787,16,173,0,0,0,14,0,0,11,3,92,2493,11,47,0,8,7,0
3,0,0,0,14,0,6,0,3,15,0,0,0,7,0,12,8,1880,0,3,0,0,0,0,60,4,22,16,102,285,"16900",0,1965,16,0,187,0,0,7,6,9,0,538,10,199,81,3,1998,0,0,16,0,0,3,24,0,3,0,0,0,5,0,88,140,0,0,33444,0,1638,2269,12,0,0,26,10,47,4233,0,28,3,412,0,4,0,0,0,0,38,11,0,141,91,4057,5,0,19,0,0,55,4,3,0,3,0,32,0,14,3,6,261,26907,8,0,7,4442,15,56,7212,3389,36,202,13,7,0,111,0,4,54,3193,8,8,15,24,4,4715,0,0,0,0,3,814,157,3,19,299,3,0,0,4,0,4075,0,9,3,0,0,81,461,446,24,0,0,3,0,0,0,0,4563,14,3,3,952,0,5,0,3,0,"Shellharbour (C)",98,36,0,0,0,8012,3,165,0,0,0,12,0,0,107,0,17,2777,0,5,0,33,3,0
3,0,0,0,4,7,4,3,0,8,0,0,0,19,7,21,18,5172,0,0,0,0,4,4,29,4,9,8,72,537,"16950",3,2322,22,0,319,0,0,4,13,13,3,1301,32,100,8,0,4061,0,0,3,0,0,3,3,0,21,0,0,0,5,0,4,7,0,0,49284,0,3945,2637,0,0,3,4,0,50,4991,0,17,0,17,0,3,0,3,0,0,13,14,0,67,74,4249,3,3,18,0,0,149,0,28,0,0,0,0,0,8,0,11,669,39727,10,0,0,5937,20,25,7974,4818,8,379,9,13,0,105,0,3,177,7435,23,0,18,39,8,5754,0,0,0,0,0,576,424,0,27,638,3,3,0,5,0,7380,0,8,0,0,0,135,783,1281,0,0,3,0,0,0,0,0,5179,0,0,0,2848,0,15,0,8,0,"Shoalhaven (C)",34,76,0,0,3,9701,0,166,0,0,0,6,0,0,6,0,21,6066,0,3,0,0,16,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,612,0,0,0,0,0,0,3,3,3,3,25,149,"17000",0,727,7,0,127,0,0,0,3,0,0,114,4,15,3,3,961,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,11701,0,408,765,0,0,0,0,0,7,1462,0,0,0,0,0,7,0,0,0,0,0,0,0,12,8,1300,7,0,0,0,0,21,0,0,0,0,0,0,0,0,0,3,110,9434,0,0,0,1700,0,0,2432,1294,0,101,0,6,0,5,0,0,16,911,3,0,0,3,3,1688,0,0,0,0,0,73,52,0,0,137,0,0,0,0,0,1403,0,0,0,0,0,27,240,181,0,0,0,0,0,0,0,0,1729,0,0,0,338,0,3,0,0,0,"Singleton (A)",6,5,0,0,0,2984,0,10,0,3,0,0,0,0,0,0,9,1086,0,0,0,0,0,0
0,0,0,0,0,0,0,3,0,5,0,0,0,7,0,13,5,707,0,0,0,0,3,0,11,0,4,3,31,155,"17040",0,424,9,0,69,0,0,0,0,0,0,174,3,31,9,4,1032,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,4,0,0,10461,0,576,510,3,0,0,0,0,13,1085,0,0,0,3,0,14,0,0,0,0,0,0,0,26,10,897,16,0,0,0,0,39,0,4,0,0,0,0,0,4,0,0,133,7518,0,0,0,1528,12,10,1774,1106,0,118,0,5,0,46,0,0,33,1181,11,0,3,11,4,1307,0,0,0,0,0,204,71,0,0,163,0,0,0,0,0,1524,0,4,0,0,0,39,253,168,3,0,0,4,0,0,0,0,1215,0,0,0,354,0,3,0,8,0,"Snowy Monaro Regional (A)",4,33,0,0,0,2438,0,58,0,0,0,0,0,0,0,0,14,1004,0,4,0,0,4,0
0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,691,0,0,0,0,0,0,7,0,0,3,12,107,"17080",3,381,0,0,58,0,0,0,0,0,0,159,0,15,0,0,737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7278,0,500,405,0,0,0,0,0,6,802,0,0,0,0,0,9,0,0,0,0,0,0,0,11,3,599,11,0,4,0,0,7,0,0,0,0,0,0,0,3,0,0,99,5772,0,0,0,1009,4,3,1198,734,0,57,0,0,0,14,0,0,40,905,0,0,9,8,3,909,0,0,0,0,0,87,77,0,4,133,0,0,0,0,0,1067,0,0,0,0,3,26,141,186,0,0,0,0,0,0,0,0,737,0,0,0,356,0,0,0,0,0,"Snowy Valleys (A)",3,10,0,0,0,1579,0,15,0,0,0,0,0,0,0,0,0,834,0,3,0,0,0,0
0,43,26,0,19,3,3,22,17,7,0,0,4,16,70,1125,110,3629,0,3,0,0,10,0,30,0,7,180,546,424,"17420",30,4423,93,0,250,0,28,3,152,27,15,748,20,350,126,14,2463,0,5,8,5,41,34,31,0,66,11,3,74,20,3,5,3,0,0,77451,0,2727,5006,23,35,13,0,20,260,9908,40,17,0,22,0,107,0,0,39,4,57,4,0,390,64,7837,217,33,144,0,0,423,15,35,35,24,0,55,0,68,0,291,275,48695,19,0,0,11050,62,69,10546,5657,22,271,47,119,0,119,5,23,42,6635,49,0,47,109,32,12250,0,0,288,3,0,2044,142,7,9,311,4,0,25,4,4,8982,12,17,23,15,17,114,635,678,24,10,126,254,12,7,10,0,10873,31,7,0,1515,0,25,183,10,3,"The Hills Shire (A)",123,154,0,76,4,19165,3,244,0,4,0,16,0,0,9,9,105,4505,13,60,0,7,6,4
4,0,0,0,0,7,3,0,0,10,0,0,0,23,0,15,33,4211,0,0,0,0,3,3,29,5,5,18,146,489,"17550",6,2110,3,0,312,0,0,0,0,3,0,1453,33,49,7,7,3663,0,0,0,3,0,7,3,0,18,0,0,0,12,0,0,0,0,0,44109,0,3491,2503,0,0,3,0,4,9,4666,0,17,0,0,0,10,0,0,0,0,9,11,0,76,79,3803,11,10,18,0,0,159,0,29,0,0,3,3,0,3,0,3,555,36331,12,0,0,5615,53,28,7409,4691,0,276,3,12,0,63,3,3,183,5898,33,0,9,36,11,5372,0,0,0,0,0,478,356,0,23,628,0,0,0,0,0,6374,0,11,3,3,8,141,717,1421,0,0,6,3,0,8,3,0,4581,7,0,0,2660,0,21,0,6,0,"Tweed (A)",16,116,0,0,3,8818,0,80,0,0,0,3,0,0,0,0,25,5354,0,0,0,0,8,0
0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,6,6,534,0,0,0,0,3,0,0,0,0,4,9,95,"17620",0,382,16,0,83,0,0,0,3,0,0,135,0,0,0,0,728,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6970,0,367,441,0,0,0,0,0,17,928,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,637,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,89,5849,0,0,0,904,3,0,1364,746,0,54,0,3,0,0,0,0,19,756,0,0,0,0,3,1014,0,0,0,0,0,22,48,0,0,115,0,0,0,0,0,962,0,0,0,0,0,33,190,178,0,0,0,0,0,0,0,0,723,0,0,0,363,0,0,0,0,0,"Upper Hunter Shire (A)",0,4,0,0,0,1668,0,0,0,0,0,0,0,0,0,0,4,719,0,0,0,0,0,0
