p_iran_tot, p_ireland_65_74_yrs, p_korea_south_5_14_yrs, p_nthern_ireland_25_44_yrs, p_hong_kong_5_14_yrs, p_italy_75_84_yrs, p_italy_0_4_yrs, p_iraq_0_4_yrs, p_iraq_75_84_yrs, p_myanmar_25_44_yrs, p_japan_65_74_yrs, p_pakistan_0_4_yrs, p_myanmar_0_4_yrs, p_myanmar_75_84_yrs, p_new_zealand_0_4_yrs, p_india_55_64_yrs, p_nepal_45_54_yrs, p_myanmar_55_64_yrs, p_japan_45_54_yrs, p_iran_25_44_yrs, p_greece_5_14_yrs, p_netherlands_0_4_yrs, p_myanmar_45_54_yrs, p_ireland_55_64_yrs, p_malaysia_tot, p_nthern_ireland_5_14_yrs, p_malta_85_yrs_ov, p_malta_65_74_yrs, p_myanmar_65_74_yrs, p_iraq_55_64_yrs, p_hong_kong_85_yrs_ov, lga_code_2016, p_myanmar_5_14_yrs, p_korea_south_0_4_yrs, p_indonesia_85_yrs_ov, p_netherlands_5_14_yrs, p_malta_15_24_yrs, p_myanmar_15_24_yrs, p_korea_south_15_24_yrs, p_malta_55_64_yrs, p_lebanon_75_84_yrs, p_iraq_tot, p_italy_25_44_yrs, p_korea_south_tot, p_ireland_0_4_yrs, p_lebanon_0_4_yrs, p_nthern_ireland_75_84_yrs, p_mauritius_tot, p_nthern_ireland_0_4_yrs, p_iraq_15_24_yrs, p_indonesia_75_84_yrs, p_nepal_55_64_yrs, p_ireland_85_yrs_ov, p_netherlands_75_84_yrs, p_pakistan_55_64_yrs, p_iran_65_74_yrs, p_iran_75_84_yrs, p_india_45_54_yrs, p_malaysia_25_44_yrs, p_hong_kong_15_24_yrs, p_pakistan_15_24_yrs, p_greece_tot, p_india_65_74_yrs, p_ireland_75_84_yrs, p_hong_kong_45_54_yrs, p_mauritius_25_44_yrs, p_malta_25_44_yrs, p_nepal_15_24_yrs, p_india_75_84_yrs, p_hong_kong_0_4_yrs, p_myanmar_tot, p_greece_65_74_yrs, p_hong_kong_tot, p_malaysia_45_54_yrs, p_iran_5_14_yrs, p_iran_45_54_yrs, p_mauritius_85_yrs_ov, p_nepal_5_14_yrs, p_nepal_65_74_yrs, p_japan_tot, p_new_zealand_25_44_yrs, p_hong_kong_25_44_yrs, p_iran_0_4_yrs, p_iran_85_yrs_ov, p_japan_55_64_yrs, p_indonesia_65_74_yrs, p_japan_0_4_yrs, p_india_0_4_yrs, p_ireland_15_24_yrs, p_japan_5_14_yrs, p_mauritius_75_84_yrs, p_pakistan_tot, p_nepal_0_4_yrs, p_netherlands_tot, p_iran_15_24_yrs, p_korea_south_45_54_yrs, p_nthern_ireland_15_24_yrs, p_iraq_25_44_yrs, p_indonesia_5_14_yrs, p_myanmar_85_yrs_ov, p_pakistan_45_54_yrs, p_korea_south_85_yrs_ov, p_new_zealand_45_54_yrs, p_indonesia_0_4_yrs, p_indonesia_25_44_yrs, p_lebanon_15_24_yrs, p_netherlands_15_24_yrs, p_pakistan_25_44_yrs, p_greece_25_44_yrs, p_nthern_ireland_85_yrs_ov, p_nepal_85_yrs_ov, p_nthern_ireland_65_74_yrs, p_indonesia_15_24_yrs, p_lebanon_85_yrs_ov, p_ireland_45_54_yrs, p_mauritius_5_14_yrs, p_mauritius_0_4_yrs, p_netherlands_65_74_yrs, p_korea_south_25_44_yrs, p_nepal_75_84_yrs, p_japan_15_24_yrs, p_iraq_85_yrs_ov, p_iraq_5_14_yrs, p_hong_kong_75_84_yrs, p_new_zealand_55_64_yrs, p_ireland_25_44_yrs, p_indonesia_45_54_yrs, p_mauritius_55_64_yrs, p_malta_75_84_yrs, p_new_zealand_75_84_yrs, p_malaysia_5_14_yrs, p_new_zealand_tot, p_india_5_14_yrs, p_indonesia_55_64_yrs, p_malaysia_0_4_yrs, p_greece_75_84_yrs, p_india_85_yrs_ov, p_new_zealand_5_14_yrs, p_italy_85_yrs_ov, p_malaysia_65_74_yrs, p_netherlands_85_yrs_ov, p_nthern_ireland_45_54_yrs, p_korea_south_55_64_yrs, p_iraq_45_54_yrs, p_greece_55_64_yrs, p_japan_25_44_yrs, p_malta_tot, p_malaysia_15_24_yrs, p_malaysia_75_84_yrs, p_new_zealand_65_74_yrs, p_malta_5_14_yrs, p_nthern_ireland_55_64_yrs, p_italy_65_74_yrs, p_netherlands_45_54_yrs, p_indonesia_tot, p_iran_55_64_yrs, p_pakistan_85_yrs_ov, p_italy_5_14_yrs, p_lebanon_5_14_yrs, p_mauritius_65_74_yrs, p_india_15_24_yrs, p_italy_15_24_yrs, p_greece_45_54_yrs, p_korea_south_65_74_yrs, p_greece_15_24_yrs, p_greece_85_yrs_ov, p_greece_0_4_yrs, p_nepal_25_44_yrs, p_new_zealand_15_24_yrs, p_malta_0_4_yrs, p_lebanon_65_74_yrs, p_lebanon_tot, p_malaysia_55_64_yrs, p_iraq_65_74_yrs, p_italy_45_54_yrs, p_korea_south_75_84_yrs, lga_name_2016, p_japan_85_yrs_ov, p_india_tot, p_nepal_tot, p_malaysia_85_yrs_ov, p_japan_75_84_yrs, p_lebanon_45_54_yrs, p_pakistan_5_14_yrs, p_hong_kong_55_64_yrs, p_italy_tot, p_pakistan_65_74_yrs, p_lebanon_55_64_yrs, p_ireland_5_14_yrs, p_lebanon_25_44_yrs, p_new_zealand_85_yrs_ov, p_nthern_ireland_tot, p_mauritius_15_24_yrs, p_netherlands_55_64_yrs, p_netherlands_25_44_yrs, p_hong_kong_65_74_yrs, p_mauritius_45_54_yrs, p_pakistan_75_84_yrs, p_ireland_tot, p_india_25_44_yrs, p_italy_55_64_yrs, p_malta_45_54_yrs
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17900",0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,14,0,11,0,0,0,0,0,0,3,0,11,0,0,0,3,9,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,15,0,0,0,0,4,0,58,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,10,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,"Walgett (A)",0,22,9,0,0,0,3,0,3,0,0,0,0,3,5,0,3,0,0,0,0,4,18,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,"17950",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Warren (A)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,"18020",0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,26,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,3,0,0,0,0,0,13,4,0,0,0,0,0,14,0,0,0,0,3,0,64,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,19,0,3,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,"Warrumbungle Shire (A)",0,26,0,0,0,0,0,0,8,0,0,0,0,0,3,0,3,0,0,0,0,3,15,0,0
98,27,7,62,23,91,3,0,10,5,11,0,0,4,5,33,0,0,45,47,3,0,3,37,153,0,4,27,0,0,6,"18050",0,0,4,5,0,0,16,6,8,34,488,168,0,0,4,32,0,0,8,0,8,18,8,13,6,36,60,27,0,211,45,20,38,18,3,5,26,9,16,54,216,34,0,17,0,0,0,306,933,72,0,0,23,22,3,10,44,5,0,28,0,181,3,12,7,11,0,9,5,3,331,0,77,3,9,13,11,0,0,8,14,4,80,0,0,19,102,0,30,3,0,12,198,802,18,10,18,42,0,1754,10,24,3,64,17,38,50,15,9,14,15,3,29,172,60,8,7,97,0,15,61,23,173,16,0,9,0,3,13,51,13,3,0,28,3,37,93,0,11,82,22,13,48,3,"Waverley (A)",0,305,52,0,9,27,0,27,831,0,14,9,16,15,108,0,14,93,10,5,0,1024,117,32,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,"18100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Weddin (A)",0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,"18200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,17,0,0,0,0,0,0,65,0,0,0,0,0,3,5,0,0,0,0,0,0,0,3,0,0,10,0,0,13,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,"Wentworth (A)",0,8,0,0,0,0,0,0,46,0,0,0,0,0,5,0,3,0,0,0,0,0,3,9,0
27,3,0,9,0,7,0,0,0,4,0,9,0,0,0,18,3,0,0,24,0,0,0,4,43,6,0,6,0,0,0,"18230",0,0,0,0,0,0,9,3,3,9,4,49,0,0,0,5,0,0,0,0,3,14,3,0,0,27,15,3,11,28,5,4,3,0,0,14,4,0,9,9,26,10,0,0,0,13,0,9,120,5,0,0,0,4,0,14,0,3,0,72,0,66,0,0,4,8,0,0,4,0,75,4,13,0,0,39,3,0,0,4,3,0,5,0,0,20,36,0,0,0,0,0,53,18,0,0,0,17,0,397,34,3,0,8,0,18,6,4,6,3,0,0,6,3,8,3,3,60,0,8,13,3,27,3,0,3,0,0,15,0,3,3,0,0,0,179,38,0,7,27,9,0,0,0,"Western Plains Regional (A)",0,371,208,0,0,3,9,6,41,0,9,9,5,4,28,0,7,6,3,7,0,43,259,5,0
561,28,113,20,105,139,0,0,10,17,53,8,0,7,18,86,11,4,336,253,0,9,5,37,1053,0,3,3,3,6,18,"18250",0,32,5,11,0,8,390,4,34,42,49,2199,3,0,5,47,0,0,25,4,14,13,6,64,30,126,444,226,7,146,68,15,357,18,0,60,32,43,42,55,2474,171,14,78,0,15,0,1425,430,940,3,15,120,32,57,72,0,150,4,130,0,143,24,340,0,11,19,4,12,7,305,3,346,3,9,79,5,3,0,4,93,11,68,0,0,21,1072,3,96,5,0,102,234,132,69,9,3,40,43,1381,181,68,10,50,19,91,75,114,10,24,151,8,17,595,22,64,44,130,0,13,119,23,666,81,0,0,0,5,65,14,7,76,0,14,0,272,111,0,64,272,148,0,24,26,"Willoughby (C)",5,1895,362,19,16,61,11,429,470,11,64,12,36,26,56,0,18,30,252,5,0,308,1242,48,8
19,30,0,3,6,31,0,0,0,0,10,0,0,0,3,24,0,0,8,7,3,0,0,23,44,0,0,31,0,3,0,"18350",0,0,4,0,0,0,9,18,3,10,20,28,0,3,9,8,0,0,3,3,5,43,0,0,0,12,6,31,0,70,22,21,4,4,0,8,18,0,8,24,78,12,0,5,0,9,0,33,137,9,0,0,4,8,3,3,3,3,0,10,0,196,0,3,0,0,0,0,0,0,128,0,8,0,0,0,6,3,0,25,3,0,24,0,0,78,9,0,0,0,0,4,151,17,8,3,10,71,3,716,14,3,0,16,0,21,13,11,13,10,3,3,16,8,63,4,0,173,0,7,54,12,36,3,0,3,0,0,12,4,8,0,0,3,0,116,29,0,9,33,9,3,20,0,"Wingecarribee (A)",0,200,131,0,0,13,0,12,180,3,3,4,5,14,53,0,35,10,11,0,3,117,94,30,3
15,26,0,12,0,38,0,0,0,0,0,0,0,3,5,13,0,0,0,5,0,0,0,27,33,0,4,71,0,3,0,"18400",0,0,0,0,0,0,4,55,9,19,14,18,0,0,3,20,0,0,6,0,0,20,0,7,3,4,10,5,0,63,10,7,9,4,15,0,3,0,3,17,24,5,0,8,0,0,0,9,147,4,0,0,0,3,0,0,4,0,0,15,0,134,0,3,0,3,0,0,0,0,122,0,4,5,3,8,3,3,0,17,0,0,26,0,0,44,7,0,3,0,0,0,93,36,0,0,7,16,0,473,0,6,0,10,4,18,18,5,7,16,0,0,21,8,166,3,0,48,0,8,67,14,21,3,0,0,0,8,4,0,10,0,0,0,0,5,19,0,11,115,5,4,22,0,"Wollondilly (A)",0,65,4,0,0,35,0,3,206,0,25,6,20,0,60,0,44,7,0,9,0,147,19,45,11
399,68,19,24,3,870,4,27,4,95,12,0,3,3,14,81,4,13,32,242,11,0,22,48,415,11,25,129,11,18,0,"18450",14,6,0,12,0,31,62,84,25,438,88,308,0,6,34,34,0,47,3,0,15,171,15,8,7,114,93,60,59,723,65,58,23,3,10,13,47,0,207,186,203,52,15,33,0,0,3,173,700,59,7,3,19,15,4,22,12,13,3,260,3,739,49,53,3,192,22,0,16,0,450,13,146,28,7,138,22,11,0,50,38,18,78,0,0,283,142,0,30,0,93,0,334,123,44,9,109,84,19,2158,93,30,3,225,14,135,386,28,78,27,19,50,134,64,389,153,18,191,3,31,639,47,307,36,0,12,13,3,259,17,50,8,6,88,0,59,223,0,82,617,50,14,149,3,"Wollongong (C)",0,1442,76,3,6,146,15,43,2617,4,121,58,182,30,184,0,115,34,12,6,0,472,756,455,28
118,23,4,29,94,56,0,0,14,4,18,0,0,3,5,36,0,3,31,59,0,0,0,21,242,0,0,10,4,3,0,"18500",0,0,5,3,0,0,11,11,3,43,125,130,0,0,3,17,0,0,5,0,3,10,3,22,3,45,76,75,0,173,42,13,64,12,0,7,28,9,14,45,444,50,0,21,0,0,0,154,559,97,0,0,17,14,3,4,9,6,0,18,3,135,0,23,0,7,7,3,3,0,288,0,49,0,3,5,13,0,0,5,14,5,38,0,0,40,68,0,16,9,0,15,253,268,23,0,0,60,6,1501,6,17,0,42,10,43,23,33,0,12,17,6,21,58,27,14,6,163,0,4,63,12,132,10,0,3,0,3,8,15,12,7,3,25,3,8,104,0,6,66,48,10,33,0,"Woollahra (A)",0,243,22,3,4,24,0,62,344,0,7,6,12,21,60,3,5,59,36,3,0,388,69,35,4
0,3,0,3,3,9,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,3,13,0,0,3,0,0,0,"18710",0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,0,3,0,0,0,4,6,0,0,14,3,4,0,0,0,0,0,0,0,3,8,3,0,0,0,0,0,8,55,0,0,0,0,0,0,0,3,0,0,8,0,64,0,0,0,0,0,0,0,0,41,0,3,0,0,7,0,0,0,3,0,0,3,0,0,17,0,0,0,0,0,0,35,13,0,0,0,9,0,189,0,0,0,0,0,8,0,5,6,3,3,0,6,3,5,0,0,17,0,0,7,3,8,0,0,0,0,0,3,0,0,0,0,0,0,0,18,0,0,9,0,0,0,0,"Yass Valley (A)",0,23,0,0,0,3,0,0,18,0,4,13,0,0,10,0,17,13,0,0,0,43,6,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"19399",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Unincorporated NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,107,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,"20110",0,0,0,0,0,0,0,7,0,0,6,4,0,0,3,0,0,0,3,0,0,12,0,0,0,0,4,0,0,19,0,4,0,0,0,4,0,0,7,9,5,3,0,0,0,0,0,4,38,3,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,38,0,0,0,3,0,0,0,0,0,0,0,3,0,0,26,7,0,0,0,0,0,39,7,0,0,0,3,3,160,0,0,0,3,0,14,49,0,0,0,0,0,3,3,9,0,0,13,0,8,85,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,7,7,0,9,0,"Alpine (S)",0,20,13,0,0,0,0,0,278,0,0,0,0,0,14,0,16,3,0,0,0,17,16,24,3
0,6,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,"20260",0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,3,0,0,7,0,0,0,3,0,9,0,10,4,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,22,0,39,0,0,0,0,0,0,3,0,30,0,0,0,0,11,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,25,3,0,5,0,8,0,181,5,0,0,0,0,13,3,0,4,0,0,0,3,0,9,0,0,8,0,0,3,3,4,0,0,0,0,0,3,0,3,0,0,0,0,0,14,0,0,4,3,0,9,0,"Ararat (RC)",0,69,0,0,0,0,4,0,23,0,0,3,5,0,3,0,10,3,0,0,0,10,49,9,0
60,26,4,3,9,45,0,0,0,9,3,0,0,3,8,32,3,0,11,35,0,3,3,14,183,0,0,30,3,0,0,"20570",0,0,0,3,0,3,3,20,0,32,7,43,0,0,16,22,0,0,0,0,8,151,3,5,0,63,64,9,9,65,30,17,11,9,3,3,5,0,18,21,45,30,3,3,0,0,0,81,224,8,0,0,5,10,0,15,12,6,0,65,0,537,4,0,3,18,3,0,4,0,152,0,20,0,3,46,0,5,0,16,9,0,16,0,0,230,24,0,3,0,3,0,129,36,3,4,10,37,18,763,66,4,0,20,6,47,31,7,32,14,0,11,12,41,63,21,9,82,0,12,50,17,54,4,0,0,0,0,69,0,3,0,0,7,0,27,77,0,0,12,30,0,16,0,"Ballarat (C)",0,860,36,0,9,3,9,9,179,0,0,8,5,13,66,3,86,12,9,0,0,129,582,25,0
564,54,30,23,23,564,4,0,3,33,10,0,0,0,28,122,4,5,36,374,11,0,8,50,983,9,3,98,0,16,4,"20660",0,0,4,12,0,12,23,58,42,97,80,209,3,0,15,143,0,7,8,0,7,46,12,18,8,186,372,30,26,1075,99,39,46,38,7,16,36,4,62,296,409,136,26,49,6,4,0,222,554,168,5,3,18,13,3,32,7,14,6,172,0,249,46,22,3,45,11,0,19,0,259,4,113,8,5,99,53,9,0,28,24,13,68,0,0,67,118,0,19,0,4,15,182,155,26,31,29,35,37,1403,105,28,7,260,8,96,287,108,21,12,14,19,250,109,212,90,34,99,0,16,703,22,222,35,0,11,3,19,196,13,103,0,11,88,0,66,135,0,66,373,193,3,123,0,"Banyule (C)",7,2025,84,5,3,94,7,77,2150,8,79,12,77,15,112,14,32,37,40,21,0,396,1242,375,13
4,27,0,5,0,54,0,0,0,12,3,0,0,0,11,13,0,3,11,5,0,0,3,13,35,0,0,46,0,0,0,"20740",0,0,0,0,0,0,0,15,0,0,3,6,0,0,12,26,0,0,0,0,3,61,0,0,0,11,17,3,0,71,17,21,0,5,0,0,3,0,20,22,21,13,0,0,0,0,0,21,119,6,0,0,7,4,0,5,0,0,0,3,0,261,0,0,0,0,0,0,0,0,80,0,9,0,0,0,3,3,0,16,0,0,5,0,0,111,3,0,0,0,0,0,112,11,3,5,5,38,0,510,4,3,0,25,6,24,29,8,17,7,0,0,7,3,68,0,0,93,0,14,91,12,17,0,0,0,0,4,7,0,9,0,0,4,0,22,22,0,0,0,5,0,8,0,"Bass Coast (S)",0,128,22,0,0,0,0,11,232,0,0,0,0,5,54,0,40,12,4,7,0,87,75,43,0
12,14,0,7,0,64,0,0,0,3,0,0,0,0,3,8,0,0,3,6,0,0,0,9,40,0,0,17,0,0,0,"20830",0,0,0,0,8,0,0,6,0,0,3,11,0,0,10,41,0,0,0,0,3,71,0,0,0,15,18,4,0,27,16,19,3,13,0,0,8,0,5,9,20,8,0,6,0,3,0,20,148,5,0,0,0,3,0,5,0,6,0,9,0,371,0,0,0,0,0,0,0,0,118,0,3,0,0,6,0,3,0,25,3,0,6,0,0,167,7,0,3,0,0,0,87,19,6,3,3,17,0,528,4,0,0,10,0,23,13,7,28,17,0,0,5,13,39,0,0,67,0,11,60,22,19,0,0,0,0,4,12,0,3,0,0,0,0,0,60,0,0,7,4,0,13,0,"Baw Baw (S)",0,168,3,0,0,0,0,3,182,0,0,7,3,7,60,0,77,8,0,11,0,82,100,32,7
98,47,16,36,40,175,4,0,0,0,15,0,0,0,16,100,0,6,53,51,11,4,9,59,396,0,5,30,3,7,0,"20910",0,0,3,49,0,0,21,20,7,19,74,105,8,0,18,98,0,3,4,0,20,34,5,13,7,139,123,37,10,686,79,42,32,31,3,0,54,3,18,180,218,80,0,17,0,0,0,305,529,45,0,0,28,11,10,7,26,62,12,48,0,328,0,8,0,0,7,0,0,0,427,0,42,3,13,26,22,4,0,23,8,5,102,0,0,61,47,0,33,0,0,11,295,223,13,21,8,53,10,1793,29,8,5,197,28,127,114,43,20,35,7,4,133,104,78,25,23,156,0,23,170,57,95,13,0,13,0,11,49,15,77,0,8,53,0,9,170,0,12,105,87,6,67,3,"Bayside (C)",3,812,16,3,3,31,0,34,725,9,26,40,18,29,141,0,49,50,15,24,0,559,332,102,8
4,5,0,3,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,10,0,0,4,0,0,0,"21010",0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,20,0,0,0,3,0,0,0,10,3,4,3,0,0,0,0,0,0,0,7,5,0,0,0,0,0,6,17,3,0,0,3,0,0,3,0,0,0,0,0,75,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,8,0,0,0,0,0,32,0,0,0,0,0,0,17,0,0,0,0,10,0,92,7,0,0,0,0,0,3,0,3,0,0,3,3,0,8,0,3,12,0,3,11,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,"Benalla (RC)",0,56,0,0,0,0,0,0,28,0,0,0,0,6,12,0,11,12,0,0,0,21,39,0,0
646,57,64,27,131,427,0,15,3,25,33,5,0,9,34,237,3,9,86,389,10,0,20,72,3333,3,6,37,3,4,6,"21110",0,5,3,21,0,3,132,32,15,175,115,697,0,0,13,158,0,29,26,7,28,33,22,47,10,375,1023,218,46,1605,204,36,300,65,10,39,71,33,69,402,1763,590,23,78,7,0,0,396,907,511,6,3,23,53,4,90,13,22,7,228,0,314,40,114,4,86,28,3,29,0,472,12,354,5,19,107,35,13,0,22,141,11,74,3,0,83,336,0,57,0,23,72,372,191,69,25,12,103,99,2647,254,68,14,554,37,191,215,410,18,25,35,20,268,157,109,403,144,212,0,24,430,38,743,52,0,17,3,15,444,16,139,13,11,178,3,71,322,0,16,136,614,3,113,3,"Boroondara (C)",7,4050,121,32,10,43,8,333,1529,6,21,24,26,33,121,8,52,54,159,29,0,489,2342,189,7
596,41,4,13,4,806,3,14,7,809,0,48,15,9,134,515,18,48,7,357,32,0,116,21,918,0,223,1833,17,38,4,"21180",165,0,0,0,24,292,22,1146,40,475,105,153,0,3,20,216,0,50,4,16,7,39,40,10,8,681,379,65,335,2222,356,16,42,89,107,156,98,0,1462,643,522,84,81,46,3,14,0,96,1091,313,6,0,5,15,0,171,3,12,6,1817,3,198,63,10,4,198,12,0,72,0,313,8,261,37,4,1207,103,12,0,25,28,9,19,5,0,72,96,0,20,3,58,6,193,65,40,36,927,14,120,3273,426,30,74,684,48,721,294,54,11,13,11,83,377,51,4524,77,7,62,5,23,975,11,392,22,0,22,11,27,1486,41,205,7,24,153,10,395,744,3,82,787,111,23,257,5,"Brimbank (C)",0,9284,600,0,0,208,89,61,3191,19,183,20,218,7,108,14,41,17,24,34,5,199,5504,676,252
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,"21270",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,12,0,0,0,0,0,0,35,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Buloke (S)",0,35,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,6,20,0,0
7,9,0,0,0,42,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,6,20,0,0,10,0,0,0,"21370",0,0,0,0,0,0,11,3,0,5,3,27,0,0,3,0,0,0,0,0,4,14,0,0,0,4,5,0,0,20,0,10,0,0,0,0,3,0,0,8,10,5,0,0,0,0,0,8,106,3,0,0,0,0,0,4,0,0,0,3,0,106,0,3,0,0,0,0,0,0,73,0,9,0,0,0,0,0,0,6,0,0,5,0,0,47,17,0,0,0,0,0,89,15,0,0,4,18,0,387,0,0,0,8,3,14,18,0,7,3,0,0,3,6,14,4,0,39,0,0,64,6,9,0,0,0,0,0,3,0,3,0,0,0,0,4,34,0,0,3,4,0,3,0,"Campaspe (S)",0,80,4,0,0,0,0,3,155,0,0,5,0,9,16,0,15,11,0,0,0,50,63,17,0
